speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2
drapion_shadow,Drapion (Shadow),90.4,117.8,136.8,118,1903,POISON_STING,CRUNCH,AQUA_TAIL
dusclops,Dusclops,90.4,102.4,197.6,108,2187,HEX,ICE_PUNCH,SHADOW_PUNCH
greedent,Greedent,90.4,106.8,110.7,177,2094,MUD_SHOT,BODY_SLAM,TRAILBLAZE
sableye,Sableye,90.4,119.6,124.6,125,1864,SHADOW_CLAW,FOUL_PLAY,POWER_GEM
sealeo_shadow,Sealeo (Shadow),90.4,108.9,112.8,168,2065,POWDER_SNOW,SURF,BODY_SLAM
clefable,Clefable,90.3,116.5,112.1,147,1922,FAIRY_WIND,MOONBLAST,METEOR_MASH
dusknoir_shadow,Dusknoir (Shadow),90.1,119.8,174.1,90,1878,ASTONISH,DYNAMIC_PUNCH,SHADOW_PUNCH
sableye_shadow,Sableye (Shadow),90.1,119.6,124.6,125,1864,SHADOW_CLAW,FOUL_PLAY,POWER_GEM
cradily,Cradily,90,105.2,140.3,144,2126,ACID,ROCK_TOMB,GRASS_KNOT
dusclops_shadow,Dusclops (Shadow),90,102.4,197.6,108,2187,HEX,ICE_PUNCH,SHADOW_PUNCH
politoed_shadow,Politoed (Shadow),90,114,124.2,139,1970,MUD_SHOT,WEATHER_BALL_WATER,ICE_BEAM
blastoise,Blastoise,89.9,112.1,137.7,130,2008,ROLLOUT,HYDRO_CANNON,SKULL_BASH
steelix_shadow,Steelix (Shadow),89.9,98.4,183.2,126,2273,THUNDER_FANG,PSYCHIC_FANGS,CRUNCH
weezing_galarian_shadow,Weezing (Galarian) (Shadow),89.9,117.6,139.5,116,1905,FAIRY_WIND,SLUDGE,BRUTAL_SWING
charjabug,Charjabug,89.8,114.7,134.8,126,1949,VOLT_SWITCH,X_SCISSOR,DISCHARGE
cresselia,Cresselia,89.8,93.1,160.7,160,2396,PSYCHO_CUT,GRASS_KNOT,MOONBLAST
stunfisk_galarian,Stunfisk (Galarian),89.8,101.4,126.6,172,2212,MUD_SHOT,ROCK_SLIDE,EARTHQUAKE
swalot,Swalot,89.8,103.4,122.6,171,2169,MUD_SHOT,SLUDGE,ICE_BEAM
drapion,Drapion,89.7,117.8,136.8,118,1903,POISON_STING,CRUNCH,AQUA_TAIL
furret,Furret,89.7,115.3,105.4,160,1946,SUCKER_PUNCH,SWIFT,TRAILBLAZE
lapras_shadow,Lapras (Shadow),89.7,104.6,114.5,179,2147,PSYWAVE,SPARKLING_ARIA,ICE_BEAM
oranguru,Oranguru,89.7,110.1,130,142,2035,CONFUSION,BRUTAL_SWING,TRAILBLAZE
sandslash_alolan,Sandslash (Alolan),89.7,115.9,133.2,125,1932,POWDER_SNOW,ICE_PUNCH,DRILL_RUN
shelgon,Shelgon,89.7,123.2,119,123,1806,DRAGON_BREATH,TWISTER,FLAMETHROWER
talonflame_shadow,Talonflame (Shadow),89.7,121.4,112.6,135,1847,INCINERATE,FLAME_CHARGE,FLY
dusknoir,Dusknoir,89.6,119.8,174.1,90,1878,ASTONISH,DYNAMIC_PUNCH,SHADOW_PUNCH
bastiodon,Bastiodon,89.5,80.6,247.6,139,2776,SMACK_DOWN,STONE_EDGE,FLAMETHROWER
dondozo,Dondozo,89.5,105.7,106.9,187,2114,WATERFALL,SURF,OUTRAGE
feraligatr_shadow,Feraligatr (Shadow),89.5,123.8,117.3,125,1818,SHADOW_CLAW,HYDRO_CANNON,ICE_BEAM
grumpig_shadow,Grumpig (Shadow),89.5,113.3,131.4,132,1967,PSYWAVE,DYNAMIC_PUNCH,SHADOW_BALL
ninetales,Ninetales,89.5,114.3,135.5,126,1954,EMBER,WEATHER_BALL_FIRE,OVERHEAT
gastrodon,Gastrodon,89.4,113.2,103.4,168,1967,MUD_SLAP,BODY_SLAM,WATER_PULSE
kingdra,Kingdra,89.4,121.8,127.9,118,1839,DRAGON_BREATH,SWIFT,OUTRAGE
malamar_shadow,Malamar (Shadow),89.4,117.2,116.5,139,1899,PSYWAVE,FOUL_PLAY,SUPER_POWER
ninetales_alolan,Ninetales (Alolan),89.4,114.5,136.1,125,1949,POWDER_SNOW,WEATHER_BALL_ICE,CHILLING_WATER
seaking,Seaking,89.4,121.9,108.9,138,1834,PECK,DRILL_RUN,ICY_WIND
togekiss,Togekiss,89.4,124.2,125.8,115,1799,PECK,PSYSHOCK,AURA_SPHERE
pachirisu,Pachirisu,89.3,91.5,157.1,142,2044,VOLT_SWITCH,HYPER_FANG,THUNDER_PUNCH
bronzong,Bronzong,89.2,110.8,152.2,120,2026,CONFUSION,WEATHER_BALL_WATER,PAYBACK
moltres_galarian,Moltres (Galarian),89.2,115.1,134.6,124,1922,SUCKER_PUNCH,FLY,BRAVE_BIRD
swampert,Swampert,89.2,122.9,109.1,136,1826,MUD_SHOT,HYDRO_CANNON,EARTHQUAKE
swampert_shadow,Swampert (Shadow),89.2,122.9,109.1,136,1826,MUD_SHOT,HYDRO_CANNON,EARTHQUAKE
marowak_shadow,Marowak (Shadow),89.1,109.6,148.8,125,2041,MUD_SLAP,BONE_CLUB,ROCK_SLIDE
ninetales_alolan_shadow,Ninetales (Alolan) (Shadow),89.1,114.5,136.1,125,1949,POWDER_SNOW,WEATHER_BALL_ICE,CHILLING_WATER
weezing_galarian,Weezing (Galarian),89.1,117.6,139.5,116,1905,FAIRY_WIND,SLUDGE,BRUTAL_SWING
dragonair,Dragonair,89,125.2,112.4,127,1788,DRAGON_BREATH,AQUA_TAIL,DRAGON_PULSE
golisopod,Golisopod,89,124,134.6,108,1804,FURY_CUTTER,X_SCISSOR,AQUA_JET
milotic,Milotic,89,113.1,133.8,131,1985,WATERFALL,AQUA_TAIL,WRAP
morgrem,Morgrem,89,124.8,98,147,1799,SUCKER_PUNCH,FOUL_PLAY,PLAY_ROUGH
aurorus,Aurorus,88.9,113.5,106.3,164,1979,POWDER_SNOW,WEATHER_BALL_ICE,METEOR_BEAM
dunsparce,Dunsparce,88.9,104.7,110.9,184,2139,ROLLOUT,DRILL_RUN,ROCK_SLIDE
lanturn,Lanturn,88.9,104.8,105.5,194,2145,WATER_GUN,SURF,THUNDERBOLT
charjabug_shadow,Charjabug (Shadow),88.8,114.7,134.8,126,1949,VOLT_SWITCH,X_SCISSOR,DISCHARGE
gourgeist_large,Gourgeist (Large),88.8,115.9,137.2,122,1940,INCINERATE,SHADOW_BALL,SEED_BOMB
lumineon,Lumineon,88.8,109,137.4,137,2052,WATERFALL,AQUA_TAIL,SILVER_WIND
mandibuzz,Mandibuzz,88.8,92.1,151.2,175,2440,SNARL,FOUL_PLAY,SHADOW_BALL
dewott_shadow,Dewott (Shadow),88.7,124.1,99.7,146,1808,FURY_CUTTER,AQUA_TAIL,X_SCISSOR
doublade,Doublade,88.7,122.9,140,106,1825,SHADOW_CLAW,SACRED_SWORD,GYRO_BALL
dragonair_shadow,Dragonair (Shadow),88.7,125.2,112.4,127,1788,DRAGON_BREATH,WRAP,AQUA_TAIL
gourgeist_average,Gourgeist (Average),88.7,115.9,145,115,1934,INCINERATE,SHADOW_BALL,SEED_BOMB
gourgeist_super,Gourgeist (Super),88.7,115,131.6,129,1954,INCINERATE,SHADOW_BALL,SEED_BOMB
milotic_shadow,Milotic (Shadow),88.7,113.1,133.8,131,1985,WATERFALL,AQUA_TAIL,WRAP
morpeko_full_belly,Morpeko (Hangry),88.7,140.4,96.2,118,1596,THUNDER_SHOCK,AURA_WHEEL_ELECTRIC,PSYCHIC_FANGS
samurott,Samurott,88.7,128,100.8,136,1756,FURY_CUTTER,HYDRO_CANNON,MEGAHORN
scizor_shadow,Scizor (Shadow),88.7,137.8,112,105,1622,BULLET_PUNCH,NIGHT_SLASH,TRAILBLAZE
shelgon_shadow,Shelgon (Shadow),88.7,123.2,119,123,1806,DRAGON_BREATH,TWISTER,FLAMETHROWER
tinkaton,Tinkaton,88.7,106.2,140.9,141,2110,FAIRY_WIND,PLAY_ROUGH,BULLDOZE
castform_sunny,Castform (Sunny),88.6,112.6,121.2,146,1994,EMBER,WEATHER_BALL_FIRE,SOLAR_BEAM
grumpig,Grumpig,88.6,113.3,131.4,132,1967,PSYWAVE,DYNAMIC_PUNCH,SHADOW_BALL
murkrow,Murkrow,88.6,143.1,81.1,135,1568,PECK,DRILL_PECK,FOUL_PLAY
bellibolt,Bellibolt,88.5,115,110.1,154,1953,THUNDER_SHOCK,ZAP_CANNON,PARABOLIC_CHARGE
toucannon_shadow,Toucannon (Shadow),88.5,137.2,96.7,123,1634,PECK,BEAK_BLAST,DRILL_PECK
toxapex,Toxapex,88.5,91.9,224.3,118,2433,POISON_JAB,BRINE,SLUDGE_WAVE
turtonator,Turtonator,88.5,113.5,153.6,113,1971,INCINERATE,BRUTAL_SWING,DRAGON_CLAW
gourgeist_small,Gourgeist (Small),88.4,116.8,152.9,107,1913,INCINERATE,SHADOW_BALL,SEED_BOMB
noctowl,Noctowl,88.4,105.3,120.1,168,2126,WING_ATTACK,SKY_ATTACK,SHADOW_BALL
primeape_shadow,Primeape (Shadow),88.4,138.7,100.1,116,1611,KARATE_CHOP,RAGE_FIST,ICE_PUNCH
spidops,Spidops,88.4,110.9,138.9,131,2020,SHADOW_CLAW,LUNGE,ROCK_TOMB
annihilape_shadow,Annihilape (Shadow),88.3,123.3,105.2,140,1817,COUNTER,RAGE_FIST,ICE_PUNCH
crustle,Crustle,88.3,120.3,134.7,115,1864,FURY_CUTTER,X_SCISSOR,ROCK_WRECKER
klefki,Klefki,88.3,117.9,137.4,117,1897,ASTONISH,FOUL_PLAY,PLAY_ROUGH
samurott_shadow,Samurott (Shadow),88.2,128,100.8,136,1756,FURY_CUTTER,HYDRO_CANNON,MEGAHORN
giratina_altered_shadow,Giratina (Altered) (Shadow),88.1,105.2,125,159,2093,DRAGON_BREATH,DRAGON_CLAW,SHADOW_SNEAK
melmetal,Melmetal,88.1,120.9,105.1,146,1858,THUNDER_SHOCK,DOUBLE_IRON_BASH,SUPER_POWER
politoed,Politoed,88,114,124.2,139,1970,MUD_SHOT,WEATHER_BALL_WATER,ICE_BEAM
ludicolo,Ludicolo,87.9,116.4,123.6,134,1931,ASTONISH,WEATHER_BALL_WATER,LEAF_STORM
dragalge,Dragalge,87.8,117.8,143.1,113,1906,ACID,AQUA_TAIL,OUTRAGE
miltank,Miltank,87.8,105.3,134.8,150,2131,ROLLOUT,BODY_SLAM,THUNDERBOLT
ninetales_shadow,Ninetales (Shadow),87.8,114.3,135.5,126,1954,EMBER,WEATHER_BALL_FIRE,OVERHEAT
wormadam_trash,Wormadam (Trash),87.8,104.9,151.1,135,2142,SUCKER_PUNCH,BUG_BUZZ,IRON_HEAD
gligar_shadow,Gligar (Shadow),87.7,108.4,145.3,131,2065,WING_ATTACK,NIGHT_SLASH,DIG
sandslash_alolan_shadow,Sandslash (Alolan) (Shadow),87.7,115.9,133.2,125,1932,POWDER_SNOW,ICE_PUNCH,DRILL_RUN
thievul,Thievul,87.7,119.8,121.9,127,1856,SUCKER_PUNCH,NIGHT_SLASH,PLAY_ROUGH
aegislash_shield,Aegislash (Blade),87.6,82.8,234.6,139,2702,AEGISLASH_CHARGE_PSYCHO_CUT,SHADOW_BALL,GYRO_BALL
kommo_o,Kommo-o,87.6,123.7,137.8,106,1808,DRAGON_TAIL,CLANGING_SCALES,UPPER_HAND
murkrow_shadow,Murkrow (Shadow),87.6,143.1,81.1,135,1568,PECK,DRILL_PECK,FOUL_PLAY
carbink,Carbink,87.4,84,252,126,2669,ROCK_THROW,ROCK_SLIDE,MOONBLAST
crustle_shadow,Crustle (Shadow),87.4,120.3,134.7,115,1864,FURY_CUTTER,X_SCISSOR,ROCK_WRECKER
hakamo_o,Hakamo-o,87.4,115.5,135.5,124,1942,DRAGON_TAIL,BRICK_BREAK,ROCK_TOMB
kingdra_shadow,Kingdra (Shadow),87.3,121.8,127.9,118,1839,DRAGON_BREATH,SWIFT,OUTRAGE
toucannon,Toucannon,87.2,137.2,96.7,123,1634,PECK,BEAK_BLAST,DRILL_PECK
cradily_b,Cradily,87.1,105.2,140.3,144,2126,BULLET_SEED,ROCK_TOMB,GRASS_KNOT
fearow,Fearow,87,131.4,104.6,124,1706,PECK,DRILL_PECK,DRILL_RUN
primarina,Primarina,87,131.6,115.6,112,1705,WATERFALL,DISARMING_VOICE,HYDRO_CANNON
aurorus_shadow,Aurorus (Shadow),86.9,113.5,106.3,164,1979,POWDER_SNOW,WEATHER_BALL_ICE,METEOR_BEAM
gyarados_shadow,Gyarados (Shadow),86.9,130.7,108.5,121,1717,DRAGON_BREATH,AQUA_TAIL,TWISTER
pelipper,Pelipper,86.9,123.2,128.7,115,1825,WING_ATTACK,WEATHER_BALL_WATER,HURRICANE
primeape,Primeape,86.9,138.7,100.1,116,1611,KARATE_CHOP,RAGE_FIST,CLOSE_COMBAT
tinkatuff,Tinkatuff,86.9,104.1,134.4,149,2087,FAIRY_WIND,PLAY_ROUGH,FLASH_CANNON
blastoise_shadow,Blastoise (Shadow),86.8,112.1,137.7,130,2008,ROLLOUT,HYDRO_CANNON,SKULL_BASH
dewott,Dewott,86.8,122.6,99.7,149,1823,FURY_CUTTER,AQUA_TAIL,X_SCISSOR
gligar,Gligar,86.8,108.4,145.3,131,2065,WING_ATTACK,NIGHT_SLASH,DIG
qwilfish_hisuian,Qwilfish (Hisuian),86.8,128,112.3,121,1742,POISON_STING,AQUA_TAIL,SHADOW_BALL
dewgong,Dewgong,86.7,101.9,136.9,157,2192,ICE_SHARD,ICY_WIND,DRILL_RUN
dubwool,Dubwool,86.7,110.6,143,128,2025,DOUBLE_KICK,BODY_SLAM,PAYBACK
greninja_shadow,Greninja (Shadow),86.7,139.5,100.3,115,1611,WATER_SHURIKEN,HYDRO_CANNON,NIGHT_SLASH
mawile,Mawile,86.7,124.7,120.8,119,1794,FAIRY_WIND,VICE_GRIP,IRON_HEAD
tentacruel,Tentacruel,86.7,108.9,143.5,131,2047,ACID,SCALD,PAYBACK
araquanid,Araquanid,86.6,97.4,174,136,2306,BUG_BITE,WATER_PULSE,BUBBLE_BEAM
castform_rainy,Castform (Rainy),86.5,112.6,121.2,146,1994,WATER_GUN,WEATHER_BALL_WATER,THUNDER
emolga,Emolga,86.5,127.5,110.2,125,1758,THUNDER_SHOCK,ACROBATICS,DISCHARGE
regidrago,Regidrago,86.5,121.8,62.7,241,1842,DRAGON_BREATH,DRAGON_ENERGY,VICE_GRIP
hydreigon_shadow,Hydreigon (Shadow),86.4,136,104.5,116,1650,DRAGON_BREATH,BRUTAL_SWING,FLY
linoone,Linoone,86.4,114.1,111.7,154,1965,SHADOW_CLAW,SWIFT,GRASS_KNOT
solrock,Solrock,86.4,119.1,108.6,145,1876,PSYWAVE,WEATHER_BALL_FIRE,ROCK_SLIDE
steelix,Steelix,86.4,98.4,183.2,126,2273,THUNDER_FANG,PSYCHIC_FANGS,CRUNCH
umbreon,Umbreon,86.4,90.2,177,156,2492,SNARL,FOUL_PLAY,LAST_RESORT
walrein,Walrein,86.4,112.4,114.9,154,1991,POWDER_SNOW,ICICLE_SPEAR,EARTHQUAKE
zweilous,Zweilous,86.4,120.4,110.2,140,1859,DRAGON_BREATH,BODY_SLAM,DARK_PULSE
amoonguss,Amoonguss,86.3,109.3,105.9,177,2050,ASTONISH,GRASS_KNOT,FOUL_PLAY
goodra,Goodra,86.3,119.6,134.1,117,1878,DRAGON_BREATH,AQUA_TAIL,THUNDER_PUNCH
raikou,Raikou,86.3,131.9,110.6,116,1693,THUNDER_SHOCK,WILD_CHARGE,AURA_SPHERE
spiritomb,Spiritomb,86.3,120.7,147.8,104,1857,SUCKER_PUNCH,ROCK_TOMB,SHADOW_BALL
diggersby,Diggersby,86.2,95.7,140.3,174,2337,QUICK_ATTACK,FIRE_PUNCH,SCORCHING_SANDS
gyarados,Gyarados,86.2,130.7,108.5,121,1717,DRAGON_BREATH,AQUA_TAIL,TWISTER
marowak_alolan_shadow,Marowak (Alolan) (Shadow),86.2,109.6,148.8,125,2041,FIRE_SPIN,SHADOW_BONE,BONE_CLUB
metang,Metang,86.2,108.9,145.8,129,2050,FURY_CUTTER,PSYSHOCK,GYRO_BALL
metang_shadow,Metang (Shadow),86.2,108.9,145.8,129,2050,FURY_CUTTER,PSYSHOCK,GYRO_BALL
lickitung,Lickitung,86.1,96.6,127.7,186,2296,LICK,BODY_SLAM,POWER_WHIP
lunatone,Lunatone,86.1,119.1,108.6,145,1876,PSYWAVE,WEATHER_BALL_ICE,ROCK_SLIDE
qwilfish_shadow,Qwilfish (Shadow),86.1,131.1,105.5,123,1703,POISON_STING,AQUA_TAIL,ICE_BEAM
zweilous_shadow,Zweilous (Shadow),86.1,120.4,110.2,140,1859,DRAGON_BREATH,BODY_SLAM,DARK_PULSE
hippowdon_shadow,Hippowdon (Shadow),86,116.1,116.7,142,1926,SAND_ATTACK,WEATHER_BALL_ROCK,SCORCHING_SANDS
marowak_alolan,Marowak (Alolan),86,109.6,148.8,125,2041,FIRE_SPIN,BONE_CLUB,SHADOW_BONE
mawile_shadow,Mawile (Shadow),86,124.7,120.8,119,1794,FAIRY_WIND,VICE_GRIP,IRON_HEAD
pangoro,Pangoro,86,133.9,93.7,133,1670,KARATE_CHOP,CLOSE_COMBAT,NIGHT_SLASH
pidgeot,Pidgeot,86,116.9,115.5,142,1918,WING_ATTACK,AIR_CUTTER,BRAVE_BIRD
torkoal,Torkoal,86,107.5,151.3,128,2084,EMBER,FLAME_WHEEL,OVERHEAT
gallade,Gallade,85.9,136.5,115.6,104,1642,PSYCHO_CUT,CLOSE_COMBAT,LEAF_BLADE
hydreigon,Hydreigon,85.9,136,104.5,116,1650,DRAGON_BREATH,BRUTAL_SWING,FLY
latias,Latias,85.9,124.5,138.9,104,1799,DRAGON_BREATH,AURA_SPHERE,MIST_BALL
ampharos,Ampharos,85.8,126.8,107.9,129,1766,VOLT_SWITCH,BRUTAL_SWING,TRAILBLAZE
dedenne,Dedenne,85.8,124.3,109,133,1804,THUNDER_SHOCK,DISCHARGE,PLAY_ROUGH
diggersby_shadow,Diggersby (Shadow),85.8,95.7,140.3,174,2337,QUICK_ATTACK,SCORCHING_SANDS,FIRE_PUNCH
dodrio,Dodrio,85.8,143.7,98.4,110,1557,PECK,DRILL_PECK,BRAVE_BIRD
gogoat,Gogoat,85.8,119.7,94.9,165,1876,VINE_WHIP,LEAF_BLADE,ROCK_SLIDE
togetic,Togetic,85.8,110.1,150.2,123,2035,FAIRY_WIND,PSYSHOCK,HEAT_WAVE
gallade_shadow,Gallade (Shadow),85.7,136.5,115.6,104,1642,PSYCHO_CUT,CLOSE_COMBAT,LEAF_BLADE
abomasnow_shadow,Abomasnow (Shadow),85.6,117.8,112,143,1888,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL
marowak,Marowak,85.6,109.6,148.8,125,2041,MUD_SLAP,BONE_CLUB,ROCK_SLIDE
walrein_shadow,Walrein (Shadow),85.6,112.4,114.9,154,1991,POWDER_SNOW,ICICLE_SPEAR,EARTHQUAKE
bellossom,Bellossom,85.5,115,132.2,128,1948,ACID,LEAF_BLADE,DAZZLING_GLEAM
greninja,Greninja,85.5,139.5,100.3,115,1611,WATER_SHURIKEN,HYDRO_CANNON,NIGHT_SLASH
hypno,Hypno,85.5,103.4,142.9,147,2174,CONFUSION,SHADOW_BALL,THUNDER_PUNCH
kingambit,Kingambit,85.5,127.2,112,124,1768,METAL_SOUND,FOUL_PLAY,IRON_HEAD
klang,Klang,85.5,114,137.7,125,1965,METAL_SOUND,VICE_GRIP,THUNDERBOLT
machamp_shadow,Machamp (Shadow),85.5,135.4,98.6,124,1656,KARATE_CHOP,CROSS_CHOP,ROCK_SLIDE
registeel,Registeel,85.5,95.6,190,129,2346,LOCK_ON,FOCUS_BLAST,ZAP_CANNON
bastiodon_shadow,Bastiodon (Shadow),85.4,80.6,247.6,139,2776,SMACK_DOWN,STONE_EDGE,FLAMETHROWER
dudunsparce,Dudunsparce,85.4,116.1,98.5,169,1935,ROLLOUT,BODY_SLAM,DRILL_RUN
ampharos_shadow,Ampharos (Shadow),85.3,126.8,107.9,129,1766,VOLT_SWITCH,BRUTAL_SWING,TRAILBLAZE
claydol,Claydol,85.3,103.5,172.6,121,2164,MUD_SLAP,ROCK_TOMB,SHADOW_BALL
jirachi,Jirachi,85.3,120.4,119.3,129,1855,CONFUSION,DOOM_DESIRE,AURA_SPHERE
overqwil,Overqwil,85.3,131,106.8,122,1708,POISON_STING,AQUA_TAIL,SHADOW_BALL
qwilfish,Qwilfish,85.3,131.1,105.5,123,1703,POISON_STING,AQUA_TAIL,ICE_BEAM
runerigus,Runerigus,85.3,111.7,165.3,109,2013,SHADOW_CLAW,SHADOW_BALL,ROCK_TOMB
abomasnow,Abomasnow,85.2,117.8,112,143,1888,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL
cradily_shadow,Cradily (Shadow),85.2,105.2,140.3,144,2126,ACID,ROCK_TOMB,GRASS_KNOT
machoke_shadow,Machoke (Shadow),85.2,126.7,97.3,143,1766,KARATE_CHOP,CROSS_CHOP,DYNAMIC_PUNCH
dachsbun,Dachsbun,85.1,113.4,156.1,112,1984,CHARM,PSYCHIC_FANGS,PLAY_ROUGH
dartrix,Dartrix,85,112.4,115.5,154,2001,PECK,BRAVE_BIRD,SEED_BOMB
raichu,Raichu,85,133.5,110.6,114,1685,THUNDER_SHOCK,WILD_CHARGE,TRAILBLAZE
amaura_shadow,Amaura (Shadow),84.9,114.2,104.1,165,1965,POWDER_SNOW,WEATHER_BALL_ICE,THUNDERBOLT
samurott_hisuian,Samurott (Hisuian),84.9,132.6,96.7,132,1694,FURY_CUTTER,SACRED_SWORD,ICY_WIND
cetoddle,Cetoddle,84.8,112.6,79.8,213,1915,POWDER_SNOW,AVALANCHE,BODY_SLAM
victreebel,Victreebel,84.8,135.1,93.5,131,1656,ACID,LEAF_BLADE,SLUDGE_BOMB
amoonguss_shadow,Amoonguss (Shadow),84.7,109.3,105.9,177,2050,ASTONISH,GRASS_KNOT,FOUL_PLAY
drampa,Drampa,84.7,136.8,104.2,115,1640,DRAGON_BREATH,SWIFT,DRAGON_PULSE
hippowdon,Hippowdon,84.7,116.1,116.7,142,1926,SAND_ATTACK,WEATHER_BALL_ROCK,SCORCHING_SANDS
jumpluff_shadow,Jumpluff (Shadow),84.7,96.7,156.9,153,2323,FAIRY_WIND,AERIAL_ACE,ACROBATICS
machamp,Machamp,84.7,135.4,98.6,124,1656,KARATE_CHOP,CROSS_CHOP,ROCK_SLIDE
togedemaru,Togedemaru,84.7,132.2,107.2,120,1702,THUNDER_SHOCK,FELL_STINGER,WILD_CHARGE
victreebel_shadow,Victreebel (Shadow),84.7,135.1,93.5,131,1656,ACID,LEAF_BLADE,SLUDGE_BOMB
mightyena_shadow,Mightyena (Shadow),84.6,125.8,105.7,133,1771,SUCKER_PUNCH,CRUNCH,POISON_FANG
toedscruel,Toedscruel,84.6,108.9,143.5,131,2047,MUD_SLAP,SEED_BOMB,WRAP
venusaur,Venusaur,84.6,122.1,122.1,123,1836,VINE_WHIP,FRENZY_PLANT,SLUDGE
cetitan,Cetitan,84.5,120.1,77,202,1871,POWDER_SNOW,ICICLE_SPEAR,SUPER_POWER
latias_shadow,Latias (Shadow),84.5,126.7,135.1,103,1765,DRAGON_BREATH,AURA_SPHERE,MIST_BALL
trumbeak_shadow,Trumbeak (Shadow),84.5,133.7,94.3,132,1665,PECK,DRILL_PECK,ROCK_BLAST
golisopodsh,Golisopod,84.4,124,134.6,108,1804,SHADOW_CLAW,AQUA_JET,X_SCISSOR
piloswine_shadow,Piloswine (Shadow),84.4,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
cofagrigus,Cofagrigus,84.3,111.7,165.3,109,2013,SHADOW_CLAW,SHADOW_BALL,RETURN
dragonite_shadow,Dragonite (Shadow),84.3,135.8,107.3,113,1647,DRAGON_BREATH,THUNDER_PUNCH,SUPER_POWER
electrode_hisuian,Electrode (Hisuian),84.3,123.2,128.7,115,1825,THUNDER_SHOCK,WILD_CHARGE,SWIFT
gliscor,Gliscor,84.3,115.6,144.4,116,1939,WING_ATTACK,SAND_TOMB,ACROBATICS
arctibax,Arctibax,84.2,122.8,98.5,151,1829,DRAGON_BREATH,AVALANCHE,DRAGON_CLAW
barbaracle,Barbaracle,84.1,120.9,133,115,1851,FURY_CUTTER,CROSS_CHOP,STONE_EDGE
vespiquen,Vespiquen,84.1,108.8,143.4,132,2062,FURY_CUTTER,X_SCISSOR,POWER_GEM
castform,Castform,84,112.6,121.2,146,1994,HEX,WEATHER_BALL_ROCK,ENERGY_BALL
cresselia_shadow,Cresselia (Shadow),84,92,158.9,160,2340,PSYCHO_CUT,GRASS_KNOT,MOONBLAST
