speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
hitmontop,Hitmontop,86.4,,,,,COUNTER,CLOSE_COMBAT,STONE_EDGE,80.5,66.4,92.4,71.6
sableye_shadow,Sableye (Shadow),86.4,,,,,SHADOW_CLAW,FOUL_PLAY,POWER_GEM,83.9,89.4,86.3,61
tropius,Tropius,86.4,,,,,AIR_SLASH,LEAF_BLADE,AERIAL_ACE,88,77.3,82.7,78
mew,Mew,86.3,,,,,SHADOW_CLAW,WILD_CHARGE,SURF,88,93.6,84,64
magnezone_shadow,Magnezone (Shadow),86.1,,,,,SPARK,WILD_CHARGE,MIRROR_SHOT,88.6,69.7,93.4,61.9
zapdos_shadow,Zapdos (Shadow),86.1,,,,,THUNDER_SHOCK,DRILL_PECK,THUNDERBOLT,89.4,79.3,87.2,45.6
chansey,Chansey,86,,,,,POUND,PSYCHIC,HYPER_BEAM,78.7,70.8,90.8,91.3
ferrothorn,Ferrothorn,85.9,,,,,BULLET_SEED,POWER_WHIP,THUNDER,82.7,67,89.3,81.1
lanturn,Lanturn,85.9,,,,,SPARK,THUNDERBOLT,HYDRO_PUMP,79.9,53.7,94,79.7
mantine,Mantine,85.9,,,,,BUBBLE,BUBBLE_BEAM,ICE_BEAM,90.4,80.3,79.6,86.2
zapdos,Zapdos,85.9,,,,,THUNDER_SHOCK,DRILL_PECK,THUNDER,85.5,76.1,86.8,58.7
venusaur_shadow,Venusaur (Shadow),85.8,,,,,VINE_WHIP,FRENZY_PLANT,SLUDGE_BOMB,82.7,68.8,90.3,49.8
magnezone,Magnezone,85.7,,,,,SPARK,WILD_CHARGE,MIRROR_SHOT,91.5,78.7,88.8,63.8
flygon_shadow,Flygon (Shadow),85.6,,,,,DRAGON_TAIL,DRAGON_CLAW,EARTH_POWER,86.3,80.5,79.6,63.4
golbat_shadow,Golbat (Shadow),85.5,,,,,WING_ATTACK,POISON_FANG,SHADOW_BALL,83.1,79,80.9,66.3
nidoqueen,Nidoqueen,85.5,,,,,POISON_JAB,POISON_FANG,EARTH_POWER,85.5,74.1,82.9,72.3
falinks,Falinks,85.4,,,,,COUNTER,SUPER_POWER,MEGAHORN,80,66.1,90,72
primeape,Primeape,85.4,,,,,COUNTER,NIGHT_SLASH,CLOSE_COMBAT,89.5,79.6,87.8,63.8
steelix,Steelix,85.4,,,,,DRAGON_TAIL,EARTHQUAKE,CRUNCH,83,70.6,90.4,84.1
empoleon,Empoleon,85.2,,,,,WATERFALL,HYDRO_CANNON,DRILL_PECK,82.4,64.9,86,76.1
pidgeot,Pidgeot,85.2,,,,,GUST,FEATHER_DANCE,BRAVE_BIRD,92.8,84.2,82.7,78.2
escavalier,Escavalier,85.1,,,,,COUNTER,DRILL_RUN,MEGAHORN,83.7,72.9,88.3,62.1
clefable,Clefable,84.9,,,,,CHARM,MOONBLAST,METEOR_MASH,87.3,72.9,78.1,88.5
serperior,Serperior,84.8,,,,,VINE_WHIP,FRENZY_PLANT,AERIAL_ACE,82.2,72.2,87.5,69.9
raikou_shadow,Raikou (Shadow),84.7,,,,,THUNDER_SHOCK,WILD_CHARGE,SHADOW_BALL,76.4,55.8,94,46.9
slurpuff,Slurpuff,84.7,,,,,CHARM,FLAMETHROWER,ENERGY_BALL,87.5,71.7,74.5,88.5
talonflame,Talonflame,84.7,,,,,INCINERATE,BRAVE_BIRD,FLAME_CHARGE,87.9,59,83.2,65.5
lapras,Lapras,84.6,,,,,ICE_SHARD,SURF,SKULL_BASH,82.1,83.9,85.2,76.9
aromatisse,Aromatisse,84.5,,,,,CHARM,MOONBLAST,THUNDERBOLT,87.2,72.6,75.5,89.4
hariyama,Hariyama,84.5,,,,,COUNTER,CLOSE_COMBAT,HEAVY_SLAM,79.9,66.9,88.1,70.8
stunfisk,Stunfisk,84.5,,,,,THUNDER_SHOCK,MUD_BOMB,DISCHARGE,82.8,75.5,84.5,80.1
granbull_shadow,Granbull (Shadow),84.4,,,,,CHARM,CLOSE_COMBAT,CRUNCH,90.1,78.3,67,84.5
whimsicott,Whimsicott,84.4,,,,,CHARM,GRASS_KNOT,MOONBLAST,88.2,69.6,76.8,86.6
gardevoir_shadow,Gardevoir (Shadow),84.3,,,,,CHARM,SYNCHRONOISE,SHADOW_BALL,89.8,79.7,66.2,84.7
shiftry_shadow,Shiftry (Shadow),84.3,,,,,SNARL,LEAF_BLADE,FOUL_PLAY,86,57.4,83.2,49
blastoise,Blastoise,84.2,,,,,WATER_GUN,HYDRO_CANNON,ICE_BEAM,79.4,74.9,86.8,69.9
bellossom,Bellossom,84.1,,,,,BULLET_SEED,LEAF_BLADE,RETURN,83.1,71.2,80.9,68.9
alomomola,Alomomola,84,,,,,WATERFALL,PSYCHIC,HYDRO_PUMP,80.3,71.1,92.1,78.4
forretress,Forretress,84,,,,,BUG_BITE,EARTHQUAKE,MIRROR_SHOT,84.9,74.3,85,77.8
lapras_shadow,Lapras (Shadow),84,,,,,ICE_SHARD,SURF,SKULL_BASH,83.1,88.3,80.9,70.1
spritzee,Spritzee,83.9,,,,,CHARM,THUNDERBOLT,DRAINING_KISS,83.6,68.1,76.3,89.4
sylveon,Sylveon,83.9,,,,,CHARM,MOONBLAST,PSYSHOCK,87,73.4,77,87.5
cradily,Cradily,83.8,,,,,BULLET_SEED,GRASS_KNOT,STONE_EDGE,81.2,74.4,87.3,63.8
electivire_shadow,Electivire (Shadow),83.8,,,,,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE,82.8,74.3,99.3,33.6
goodra,Goodra,83.8,,,,,DRAGON_BREATH,POWER_WHIP,MUDDY_WATER,83.4,80.8,82.2,72.3
lugia,Lugia,83.8,,,,,DRAGON_TAIL,SKY_ATTACK,AEROBLAST,85.1,74.9,84.9,76.3
sirfetchd,Sirfetch'd,83.8,,,,,COUNTER,LEAF_BLADE,NIGHT_SLASH,85.1,82.9,82.4,57.9
obstagoon,Obstagoon,83.7,,,,,COUNTER,NIGHT_SLASH,GUNK_SHOT,86.4,73.7,79.5,78.2
snorlax,Snorlax,83.7,,,,,LICK,BODY_SLAM,SUPER_POWER,82.1,85.6,82.2,72.3
togekiss,Togekiss,83.7,,,,,CHARM,ANCIENT_POWER,FLAMETHROWER,88.5,69.9,70,86.2
golbat,Golbat,83.6,,,,,WING_ATTACK,POISON_FANG,SHADOW_BALL,86.3,73.1,77.5,71.6
shiftry,Shiftry,83.5,,,,,SNARL,LEAF_BLADE,FOUL_PLAY,84.3,67.2,79.3,59.8
articuno,Articuno,83.4,,,,,ICE_SHARD,ICY_WIND,HURRICANE,85.5,75.6,78.3,69.7
hariyama_shadow,Hariyama (Shadow),83.3,,,,,COUNTER,CLOSE_COMBAT,HEAVY_SLAM,78.8,62.9,86.7,64.9
munchlax,Munchlax,83.3,,,,,LICK,BODY_SLAM,BULLDOZE,83.1,83,80.9,72.3
regice,Regice,83.3,,,,,LOCK_ON,BLIZZARD,EARTHQUAKE,73.6,72.3,96.7,57.9
bellossom_shadow,Bellossom (Shadow),83.1,,,,,BULLET_SEED,LEAF_BLADE,DAZZLING_GLEAM,83.7,72.5,75.7,60.6
machoke_shadow,Machoke (Shadow),83.1,,,,,KARATE_CHOP,CROSS_CHOP,DYNAMIC_PUNCH,86.7,71.2,81.8,57.5
melmetal,Melmetal,83.1,,,,,THUNDER_SHOCK,SUPER_POWER,ROCK_SLIDE,83.6,74.6,84,72.7
grimer_alolan,Grimer (Alolan),83,,,,,POISON_JAB,CRUNCH,SLUDGE_BOMB,84,78.3,83.4,63.6
jumpluff_shadow,Jumpluff (Shadow),83,,,,,BULLET_SEED,ENERGY_BALL,AERIAL_ACE,83.4,68.4,84.7,72
machoke,Machoke,83,,,,,KARATE_CHOP,CROSS_CHOP,DYNAMIC_PUNCH,84.9,72.8,79.8,69.7
poliwrath_shadow,Poliwrath (Shadow),83,,,,,MUD_SHOT,DYNAMIC_PUNCH,ICE_PUNCH,84.3,78.5,79.8,64.4
seaking,Seaking,83,,,,,POISON_JAB,DRILL_RUN,ICY_WIND,81.2,84.7,77.2,73.1
snorlax_shadow,Snorlax (Shadow),83,,,,,LICK,BODY_SLAM,SUPER_POWER,80.3,83.9,81.8,64.2
electivire,Electivire,82.9,,,,,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE,83.6,84.2,91.8,41.4
galvantula,Galvantula,82.9,,,,,VOLT_SWITCH,DISCHARGE,LUNGE,86.6,85.9,80.3,55.6
hypno,Hypno,82.9,,,,,CONFUSION,SHADOW_BALL,THUNDER_PUNCH,84.5,72,84.7,77.1
raikou,Raikou,82.9,,,,,THUNDER_SHOCK,WILD_CHARGE,SHADOW_BALL,77.8,61,91.1,48.6
sealeo_shadow,Sealeo (Shadow),82.9,,,,,POWDER_SNOW,BODY_SLAM,AURORA_BEAM,86,82.9,74.7,65.5
blastoise_shadow,Blastoise (Shadow),82.8,,,,,WATER_GUN,HYDRO_CANNON,ICE_BEAM,79.9,73.5,84,64.4
dragonite_shadow,Dragonite (Shadow),82.8,,,,,DRAGON_BREATH,DRAGON_CLAW,HURRICANE,85.7,69,79.6,62.7
quagsire_shadow,Quagsire (Shadow),82.8,,,,,MUD_SHOT,EARTHQUAKE,STONE_EDGE,77,73.2,90.1,46
beedrill,Beedrill,82.7,,,,,POISON_JAB,X_SCISSOR,DRILL_RUN,86,78.7,78.5,62.1
gliscor,Gliscor,82.7,,,,,WING_ATTACK,EARTHQUAKE,NIGHT_SLASH,83.7,81.8,80.3,69.9
skuntank_shadow,Skuntank (Shadow),82.7,,,,,POISON_JAB,CRUNCH,FLAMETHROWER,80.6,79.3,82.9,58.3
toxicroak,Toxicroak,82.5,,,,,COUNTER,MUD_BOMB,SLUDGE_BOMB,83.1,68.2,80,64.9
hitmonchan_shadow,Hitmonchan (Shadow),82.4,,,,,COUNTER,ICE_PUNCH,THUNDER_PUNCH,81.6,77.7,79.5,60.6
skuntank,Skuntank,82.4,,,,,POISON_JAB,CRUNCH,SLUDGE_BOMB,83.6,77.6,82.4,62.3
suicune,Suicune,82.4,,,,,SNARL,BUBBLE_BEAM,HYDRO_PUMP,88.9,87.3,77.2,83.5
roserade,Roserade,82.3,,,,,BULLET_SEED,WEATHER_BALL_FIRE,LEAF_STORM,88.6,62.3,81.6,42.7
tangrowth_shadow,Tangrowth (Shadow),82.3,,,,,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,77.8,69.7,83.6,56.4
lickilicky,Lickilicky,82.1,,,,,LICK,BODY_SLAM,SHADOW_BALL,79.7,82.7,81.3,69.3
dragonair_shadow,Dragonair (Shadow),81.9,,,,,DRAGON_BREATH,AQUA_TAIL,DRAGON_PULSE,85.5,72.8,77.2,61.9
drapion_shadow,Drapion (Shadow),81.9,,,,,POISON_STING,AQUA_TAIL,SLUDGE_BOMB,83.3,91.5,77.5,57.7
marshtomp_shadow,Marshtomp (Shadow),81.9,,,,,MUD_SHOT,SURF,MUD_BOMB,77.6,69.4,79.8,59.8
quilladin,Quilladin,81.9,,,,,VINE_WHIP,BODY_SLAM,ENERGY_BALL,82.4,74.9,80,71
sandslash_alolan,Sandslash (Alolan),81.9,,,,,POWDER_SNOW,ICE_PUNCH,BULLDOZE,79.4,65.1,82.6,72.5
dragalge,Dragalge,81.6,,,,,DRAGON_TAIL,AQUA_TAIL,GUNK_SHOT,88.6,77.7,75.9,68.9
noctowl,Noctowl,81.6,,,,,WING_ATTACK,SKY_ATTACK,PSYCHIC,81.2,68.4,82.7,71.8
zangoose,Zangoose,81.6,,,,,SHADOW_CLAW,CLOSE_COMBAT,NIGHT_SLASH,85.2,90.4,79.8,46.9
castform,Castform,81.5,,,,,HEX,WEATHER_BALL_ROCK,ENERGY_BALL,80,70.2,80,65.5
dragonair,Dragonair,81.5,,,,,DRAGON_BREATH,AQUA_TAIL,RETURN,83.7,77.6,76.8,68
hitmonchan,Hitmonchan,81.4,,,,,COUNTER,ICE_PUNCH,THUNDER_PUNCH,82.8,78.3,76.7,65.5
sceptile,Sceptile,81.4,,,,,BULLET_SEED,LEAF_BLADE,EARTHQUAKE,79.7,59.3,79.3,49.2
sealeo,Sealeo,81.4,,,,,POWDER_SNOW,BODY_SLAM,AURORA_BEAM,79.9,80.3,76.7,74.2
tangrowth,Tangrowth,81.4,,,,,VINE_WHIP,POWER_WHIP,ROCK_SLIDE,79.3,72.5,83.1,61.7
heracross,Heracross,81.3,,,,,COUNTER,CLOSE_COMBAT,MEGAHORN,74.7,55.8,89.6,62.3
ivysaur,Ivysaur,81.3,,,,,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,78.8,66.3,82.1,64.4
gengar,Gengar,81.2,,,,,SHADOW_CLAW,SHADOW_BALL,SHADOW_PUNCH,82.4,69.9,81.6,49
marowak_alolan,Marowak (Alolan),81.2,,,,,FIRE_SPIN,SHADOW_BONE,BONE_CLUB,85.2,74.4,77.8,75.4
qwilfish,Qwilfish,81.2,,,,,POISON_STING,AQUA_TAIL,SLUDGE_WAVE,84.3,88,73.7,56.2
flygon,Flygon,81.1,,,,,MUD_SHOT,DRAGON_CLAW,EARTH_POWER,80.9,78.8,76,63.6
gastrodon_east_sea,Gastrodon (East),81.1,,,,,MUD_SLAP,BODY_SLAM,EARTH_POWER,81.3,66.1,81.1,76.7
gastrodon_west_sea,Gastrodon (West),81.1,,,,,MUD_SLAP,BODY_SLAM,EARTH_POWER,81.3,66.1,81.1,76.7
gliscor_shadow,Gliscor (Shadow),81.1,,,,,WING_ATTACK,EARTHQUAKE,NIGHT_SLASH,81.9,78.7,78.1,60.6
poliwrath,Poliwrath,81.1,,,,,MUD_SHOT,DYNAMIC_PUNCH,ICE_PUNCH,80.3,75.2,80,69.1
excadrill,Excadrill,81,,,,,MUD_SHOT,DRILL_RUN,ROCK_SLIDE,77,73.8,86.7,46.5
jumpluff,Jumpluff,81,,,,,BULLET_SEED,ENERGY_BALL,AERIAL_ACE,80.5,65.1,82.2,72.9
marshtomp,Marshtomp,81,,,,,MUD_SHOT,SURF,MUD_BOMB,77.6,68.7,78.1,68.2
muk_alolan,Muk (Alolan),81,,,,,SNARL,DARK_PULSE,SLUDGE_WAVE,79.9,74.7,84.9,58.7
perrserker,Perrserker,81,,,,,SHADOW_CLAW,CLOSE_COMBAT,FOUL_PLAY,76.9,75.5,81.4,57.9
vullaby,Vullaby,81,,,,,AIR_SLASH,BRAVE_BIRD,FOUL_PLAY,78.7,65.1,84.9,68.4
cradily_shadow,Cradily (Shadow),80.8,,,,,BULLET_SEED,STONE_EDGE,GRASS_KNOT,76.7,64.1,86.3,50.7
dragonite,Dragonite,80.8,,,,,DRAGON_BREATH,DRAGON_CLAW,HURRICANE,82.4,74.4,75,64.6
grimer_shadow,Grimer (Shadow),80.8,,,,,POISON_JAB,MUD_BOMB,SLUDGE_BOMB,82.1,70.5,78.3,53.2
ludicolo,Ludicolo,80.8,,,,,BUBBLE,ICE_BEAM,LEAF_STORM,77.9,57,89.3,63.2
probopass,Probopass,80.8,,,,,SPARK,ROCK_SLIDE,THUNDERBOLT,75.2,50.7,80,79.2
castform_sunny,Castform (Sunny),80.7,,,,,EMBER,WEATHER_BALL_FIRE,SOLAR_BEAM,81.5,69,79,70.1
drapion,Drapion,80.7,,,,,POISON_STING,AQUA_TAIL,SLUDGE_BOMB,83.3,87,76.7,63.6
forretress_shadow,Forretress (Shadow),80.7,,,,,BUG_BITE,EARTHQUAKE,MIRROR_SHOT,78.8,69.3,81.8,73.9
granbull,Granbull,80.7,,,,,CHARM,CLOSE_COMBAT,CRUNCH,84.2,70.9,66.5,81.3
gyarados_shadow,Gyarados (Shadow),80.7,,,,,WATERFALL,AQUA_TAIL,CRUNCH,81.3,76.2,72.4,63.6
raichu,Raichu,80.7,,,,,VOLT_SWITCH,WILD_CHARGE,THUNDER_PUNCH,83.9,66.7,84.2,51.3
zebstrika,Zebstrika,80.7,,,,,SPARK,WILD_CHARGE,FLAME_CHARGE,80,64.5,80.3,47.1
linoone,Linoone,80.6,,,,,SHADOW_CLAW,GRASS_KNOT,THUNDER,77,75,83.7,60
blaziken,Blaziken,80.5,,,,,COUNTER,BLAZE_KICK,STONE_EDGE,78.1,67.3,79.5,56.6
servine,Servine,80.5,,,,,VINE_WHIP,GRASS_KNOT,WRAP,79.9,66.1,82.4,71.4
muk_shadow,Muk (Shadow),80.4,,,,,POISON_JAB,THUNDER_PUNCH,DARK_PULSE,81.3,78.2,77.2,55.8
dusclops_shadow,Dusclops (Shadow),80.3,,,,,HEX,SHADOW_PUNCH,ICE_PUNCH,79.6,71.1,76.7,72.3
gligar,Gligar,80.2,,,,,WING_ATTACK,NIGHT_SLASH,RETURN,81.5,73.7,76.5,72
ivysaur_shadow,Ivysaur (Shadow),80.1,,,,,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,76.3,61.9,80.9,53.6
greedent,Greedent,80,,,,,BULLET_SEED,BODY_SLAM,CRUNCH,77.8,75.2,76.8,69.9
dusclops,Dusclops,79.8,,,,,HEX,FIRE_PUNCH,RETURN,82.2,75.2,80.6,69.5
drifloon,Drifloon,79.7,,,,,HEX,ICY_WIND,SHADOW_BALL,82.2,70.8,71.1,62.1
honchkrow,Honchkrow,79.7,,,,,SNARL,BRAVE_BIRD,SKY_ATTACK,79.9,65.4,81.3,38.9
pangoro,Pangoro,79.7,,,,,SNARL,CLOSE_COMBAT,NIGHT_SLASH,81.2,65.7,78.1,47.3
vaporeon,Vaporeon,79.7,,,,,WATER_GUN,AQUA_TAIL,LAST_RESORT,79,76.2,75.2,64
haunter,Haunter,79.6,,,,,SHADOW_CLAW,SHADOW_PUNCH,SHADOW_BALL,81.3,68.4,80.8,46.3
ninetales_shadow,Ninetales (Shadow),79.6,,,,,FIRE_SPIN,WEATHER_BALL_FIRE,PSYSHOCK,81.5,77,75.7,58.9
gardevoir,Gardevoir,79.5,,,,,CHARM,SYNCHRONOISE,SHADOW_BALL,85.2,70.3,62.1,79
bronzong,Bronzong,79.4,,,,,CONFUSION,PSYSHOCK,PAYBACK,78.2,53.4,81.4,76.3
farfetchd_galarian,Farfetch'd (Galarian),79.4,,,,,FURY_CUTTER,LEAF_BLADE,BRAVE_BIRD,78.2,81.1,80,44.6
milotic,Milotic,79.4,,,,,DRAGON_TAIL,SURF,BLIZZARD,79.1,70,77.3,67.8
barbaracle,Barbaracle,79.3,,,,,FURY_CUTTER,STONE_EDGE,CROSS_CHOP,79.7,76.7,77.5,61.9
grotle_shadow,Grotle (Shadow),79.3,,,,,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,81.5,64.8,70.4,78.6
raichu_alolan,Raichu (Alolan),79.3,,,,,VOLT_SWITCH,WILD_CHARGE,GRASS_KNOT,78.8,58.7,87.7,46.7
suicune_shadow,Suicune (Shadow),79.3,,,,,SNARL,BUBBLE_BEAM,HYDRO_PUMP,85.2,83.9,75.4,70.1
pinsir_shadow,Pinsir (Shadow),79.2,,,,,FURY_CUTTER,CLOSE_COMBAT,X_SCISSOR,79.4,74.9,81.3,42.7
nidorina_shadow,Nidorina (Shadow),79.1,,,,,POISON_STING,POISON_FANG,SLUDGE_BOMB,83.6,66.7,68.3,65.7
gallade_shadow,Gallade (Shadow),79,,,,,CONFUSION,CLOSE_COMBAT,LEAF_BLADE,79.4,82.7,80.4,52.6
articuno_shadow,Articuno (Shadow),78.9,,,,,ICE_SHARD,ICY_WIND,HURRICANE,79.6,70.3,72.4,61.7
charizard_shadow,Charizard (Shadow),78.9,,,,,FIRE_SPIN,BLAST_BURN,DRAGON_CLAW,82.1,65.1,75.5,51.5
gloom_shadow,Gloom (Shadow),78.9,,,,,RAZOR_LEAF,SLUDGE_BOMB,MOONBLAST,82.7,62.6,65.5,78.6
grimer,Grimer,78.9,,,,,POISON_JAB,MUD_BOMB,SLUDGE_BOMB,80.8,72.5,77,64.2
probopass_shadow,Probopass (Shadow),78.9,,,,,SPARK,ROCK_SLIDE,THUNDERBOLT,75.1,44.5,79,67.4
sudowoodo,Sudowoodo,78.9,,,,,COUNTER,ROCK_SLIDE,EARTHQUAKE,75,67,77.8,62.5
golem_alolan,Golem (Alolan),78.8,,,,,VOLT_SWITCH,WILD_CHARGE,ROCK_BLAST,80.8,61.6,79.8,58.3
leafeon,Leafeon,78.8,,,,,BULLET_SEED,LEAF_BLADE,LAST_RESORT,76.7,67.2,74.9,58.1
muk,Muk,78.8,,,,,POISON_JAB,THUNDER_PUNCH,DARK_PULSE,77.3,75.2,78.8,63.2
bibarel,Bibarel,78.7,,,,,WATER_GUN,SURF,HYPER_FANG,76.9,66.3,79,63
jirachi,Jirachi,78.7,,,,,CONFUSION,DOOM_DESIRE,PSYCHIC,80,63.2,78.1,69.5
ninetales,Ninetales,78.7,,,,,FIRE_SPIN,WEATHER_BALL_FIRE,SOLAR_BEAM,80.3,65.7,76.3,65.1
sandshrew_alolan,Sandshrew (Alolan),78.7,,,,,POWDER_SNOW,NIGHT_SLASH,BLIZZARD,79.4,59,74.4,73.9
seviper,Seviper,78.7,,,,,POISON_JAB,POISON_FANG,CRUNCH,82.7,61.4,71.1,60.8
gyarados,Gyarados,78.6,,,,,WATERFALL,AQUA_TAIL,CRUNCH,81.1,74.9,71.8,61.9
