speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
sliggoo,Sliggoo,87.9,114.1,133.8,128,1956,DRAGON_BREATH,BODY_SLAM,DRAGON_PULSE,88.9,84.7,88.1,73.6,crocalor:820;fletchinder:761;graveler_alolan:718;dragonair_shadow:625;primeape:527,doublade:297;dusclops:453;zweilous:453;sealeo:467;charjabug:496
naclstack,Naclstack,87.7,100.8,147,142,2106,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,86.5,77.3,85.5,81.9,charjabug:647;togetic:637;zweilous:619;sealeo:605;dusclops:535,primeape:267;sealeo_shadow:309;dragonair_shadow:334;doublade:344;metang:356
dewott_shadow,Dewott (Shadow),87.4,124.1,99.7,146,1808,FURY_CUTTER,AQUA_TAIL,X_SCISSOR,88.6,91.1,87.8,59.8,fletchinder:732;dragonair_shadow:654;sealeo:643;sealeo_shadow:595;zweilous:558,doublade:344;charjabug:432;dusclops:435;togetic:467;primeape:469
dragonair,Dragonair,87.2,125.2,112.4,127,1788,DRAGON_BREATH,AQUA_TAIL,DRAGON_PULSE,80.9,77.7,86.3,61.1,graveler_alolan:838;crocalor:822;fletchinder:712;charjabug:653;lairon:629,primeape:237;sealeo:282;zweilous:342;doublade:363;dusclops:472
lairon_shadow,Lairon (Shadow),86.9,113.8,147.1,118,1977,METAL_SOUND,ROCK_TOMB,BODY_SLAM,81.7,67.2,86,73.3,togetic:724;charjabug:588;zweilous:546;sealeo:512;dragonair_shadow:508,doublade:132;sealeo_shadow:181;primeape:211;metang:406;dusclops:476
ursaring,Ursaring,86.9,139.6,91.3,126,1607,SHADOW_CLAW,SWIFT,CLOSE_COMBAT,88.1,92.5,87.8,43.6,sealeo:611;doublade:555;togetic:539;dusclops:527;zweilous:503,primeape:237;charjabug:361;fletchinder:440;dragonair_shadow:468;metang:480
gurdurr,Gurdurr,86.7,125.3,100.1,143,1795,LOW_KICK,BRICK_BREAK,STONE_EDGE,86.9,57.9,89.5,72.3,sealeo:671;zweilous:643;primeape:622;charjabug:594;dragonair_shadow:527,golbat_shadow:86;togetic:101;doublade:250;dusclops:263;metang:333
arctibax,Arctibax,86.3,122.8,98.5,151,1829,DRAGON_BREATH,AVALANCHE,DRAGON_CLAW,81.4,83.3,89.9,54.8,fletchinder:758;charjabug:665;graveler_alolan:592;sealeo_shadow:559;piloswine:552,doublade:221;primeape:275;dragonair_shadow:417;sealeo:464;dusclops:495
zweilous,Zweilous,86.1,120.4,110.2,140,1859,DRAGON_BREATH,BODY_SLAM,DARK_PULSE,85.8,83.8,83.2,59.3,fletchinder:739;dusclops:689;doublade:589;metang:589;charjabug:550,togetic:231;primeape:237;sealeo_shadow:336;dragonair_shadow:358;sealeo:434
carkol,Carkol,86,97,141.5,168,2308,SMACK_DOWN,ROCK_SLIDE,FLAME_CHARGE,74.6,44.4,90.1,86.5,fletchinder:907;togetic:681;charjabug:678;zweilous:622;dusclops:580,doublade:198;primeape:215;dragonair_shadow:287;sealeo_shadow:315;sealeo:395
ursaring_shadow,Ursaring (Shadow),85.8,139.6,91.3,126,1607,SHADOW_CLAW,SWIFT,CLOSE_COMBAT,88.7,100,80.9,35,metang:757;dragonair_shadow:638;fletchinder:615;dusclops:587;sealeo:539,primeape:245;doublade:344;zweilous:367;charjabug:396;togetic:422
dewott,Dewott,85.7,122.6,99.7,149,1823,FURY_CUTTER,AQUA_TAIL,X_SCISSOR,85,80.4,86.9,74.3,zweilous:657;sealeo_shadow:651;lairon:630;sealeo:540;metang:513,charjabug:321;dusclops:384;primeape:448;dragonair_shadow:460;doublade:495
wartortle,Wartortle,85.3,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM,70.8,56,93.2,71.8,lairon:730;crocalor:690;piloswine:651;togetic:568;fletchinder:561,dragonair_shadow:192;charjabug:202;sealeo:327;primeape:340;dusclops:476
togetic,Togetic,84.6,110.1,150.2,123,2035,FAIRY_WIND,PSYSHOCK,HEAT_WAVE,78.3,75.1,88.5,76.9,zweilous:768;dragonair_shadow:695;primeape:686;metang:573;fletchinder:524,dusclops:254;charjabug:261;sealeo:303;sealeo_shadow:306;doublade:391
gurdurr_shadow,Gurdurr (Shadow),84.5,125.3,100.1,143,1795,LOW_KICK,BRICK_BREAK,STONE_EDGE,81.1,62.5,85.3,48.7,sealeo:611;primeape:545;sealeo_shadow:545;zweilous:534;charjabug:506,togetic:77;dragonair_shadow:267;doublade:297;dusclops:365;metang:375
palpitoad,Palpitoad,84.4,116.2,102.9,161,1927,MUD_SHOT,EARTH_POWER,WATER_PULSE,76.5,66.7,88.6,63.9,lairon:770;doublade:645;primeape:624;metang:574;dusclops:524,dragonair_shadow:133;togetic:272;sealeo:354;zweilous:421;charjabug:436
marshtomp,Marshtomp,84.3,119.8,111.5,140,1871,MUD_SHOT,SURF,SLUDGE,80.6,72.3,88.5,68.5,lairon:767;togetic:635;charjabug:607;metang:589;doublade:542,dusclops:310;zweilous:310;dragonair_shadow:354;sealeo:419;primeape:465
marshtomp_shadow,Marshtomp (Shadow),84.1,120.4,111.4,139,1865,MUD_SHOT,SURF,SLUDGE,78.2,73.2,89.3,59.1,fletchinder:744;togetic:600;primeape:586;charjabug:543;doublade:532,sealeo:285;sealeo_shadow:318;dusclops:333;zweilous:375;dragonair_shadow:440
chansey,Chansey,83.9,63,120.1,421,3188,ZEN_HEADBUTT,DAZZLING_GLEAM,HYPER_BEAM,75.1,52.7,88.5,85.2,dusclops:606;togetic:578;primeape_shadow:533;crocalor:530;primeape:523,dragonair_shadow:255;doublade:292;sealeo:413;zweilous:467;charjabug:496
piloswine,Piloswine,83.9,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE,75.6,45.3,87.9,72.3,togetic:866;charjabug:724;zweilous:659;primeape:542;dusclops:509,sealeo:62;sealeo_shadow:92;metang:244;doublade:287;dragonair_shadow:358
magneton,Magneton,83.5,143.4,114.6,95,1563,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE,76.9,77.3,84.2,63.1,fletchinder:889;togetic:752;sealeo:736;sealeo_shadow:668;charjabug:531,zweilous:164;doublade:231;dragonair_shadow:263;primeape:280;dusclops:412
nidorina,Nidorina,83.5,110.9,113.4,157,1975,POISON_STING,POISON_FANG,DIG,82.7,78.2,80.5,73.3,togetic:681;sealeo_shadow:595;charjabug:589;primeape:538;fletchinder:512,dusclops:296;doublade:349;zweilous:350;dragonair_shadow:374;sealeo:419
vigoroth,Vigoroth,83.4,116.2,114.1,145,1923,COUNTER,BODY_SLAM,ROCK_SLIDE,79.8,79.3,86.2,64.2,lairon:748;sealeo:579;sealeo_shadow:534;primeape:527;zweilous:520,doublade:245;dragonair_shadow:307;charjabug:341;togetic:365;dusclops:486
vigoroth_shadow,Vigoroth (Shadow),83.1,116.2,114.1,145,1923,COUNTER,BODY_SLAM,ROCK_SLIDE,70.8,72.2,88.5,61.1,lairon:841;magneton:762;marshtomp:606;haunter:586;sealeo:534,primeape:314;dragonair_shadow:318;doublade:320;dusclops:351;charjabug:373
wartortle_shadow,Wartortle (Shadow),83,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM,71.3,53.5,91.1,68.2,togetic:697;lairon:647;metang:615;doublade:611;dusclops:525,zweilous:189;dragonair_shadow:251;charjabug:253;sealeo:348;primeape:452
graveler_alolan,Graveler (Alolan),82.8,121.4,130.9,116,1845,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST,74.9,67,89.2,69.7,fletchinder:909;crocalor:801;togetic:711;sealeo_shadow:702;charjabug:672,dragonair_shadow:145;primeape:245;zweilous:300;dusclops:453;sealeo:488
magneton_shadow,Magneton (Shadow),82.5,143.4,114.6,95,1563,THUNDER_SHOCK,DISCHARGE,MAGNET_BOMB,78.5,72.2,87.9,43.9,togetic:852;fletchinder:852;sealeo:805;sealeo_shadow:757;lairon:615,primeape:211;dragonair_shadow:342;charjabug:345;dusclops:393;zweilous:467
nidorina_shadow,Nidorina (Shadow),82.4,110.9,113.4,157,1975,POISON_STING,POISON_FANG,DIG,83.2,78.2,79.8,63.1,lairon:713;primeape:710;togetic:601;sealeo:595;charjabug:515,doublade:94;dusclops:314;sealeo_shadow:339;zweilous:385;dragonair_shadow:472
magmar_shadow,Magmar (Shadow),82.1,135.1,107.6,114,1659,KARATE_CHOP,FIRE_PUNCH,SCORCHING_SANDS,79.3,89.7,77,47.2,lairon:837;metang:820;doublade:719;togetic:565;sealeo_shadow:565,primeape:211;dusclops:333;dragonair_shadow:417;sealeo:464;charjabug:472
piloswine_shadow,Piloswine (Shadow),81.8,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE,71,70.3,78,52.2,fletchinder:769;graveler_alolan:694;charjabug:668;togetic:652;zweilous:568,sealeo:92;doublade:174;primeape:245;dragonair_shadow:429;dusclops:486
crocalor,Crocalor,81.6,119.4,105.7,148,1869,INCINERATE,CRUNCH,FLAMETHROWER,74.3,52,87.6,64.7,metang:641;charjabug:635;doublade:618;togetic:530;dusclops:510,dragonair_shadow:157;zweilous:200;sealeo_shadow:241;primeape:413;sealeo:479
machoke,Machoke,81.2,126.7,97.3,143,1766,KARATE_CHOP,CROSS_CHOP,RETURN,80.4,45.8,81,63.7,zweilous:818;sealeo_shadow:604;fletchinder:576;primeape:555;sealeo:534,togetic:93;dusclops:166;doublade:264;dragonair_shadow:472;charjabug:488
braixen_shadow,Braixen (Shadow),81.1,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE,79.1,76.5,76.1,61.1,metang:833;piloswine:833;charjabug:691;primeape:544;doublade:520,zweilous:285;dusclops:370;sealeo:375;dragonair_shadow:448;togetic:479
fletchinder,Fletchinder,81,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE,66.1,59,88.3,53.8,primeape_shadow:685;primeape:681;doublade:660;crocalor:601;piloswine:538,sealeo:181;charjabug:202;dragonair_shadow:251;zweilous:260;dusclops:393
graveler_alolan_shadow,Graveler (Alolan) (Shadow),80,122.6,129.8,115,1831,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST,79.6,72.8,77.7,51.7,sealeo:700;sealeo_shadow:643;togetic:634;dusclops:626;charjabug:586,dragonair_shadow:177;doublade:231;primeape:297;zweilous:371;metang:476
trumbeak_shadow,Trumbeak (Shadow),79.7,133.7,94.3,132,1665,PECK,DRILL_PECK,ROCK_BLAST,73.8,75.7,80.5,39,primeape_shadow:757;fletchinder:693;shelgon:693;piloswine:541;charjabug:503,sealeo:190;zweilous:253;dragonair_shadow:322;primeape:469;dusclops:472
combusken,Combusken,79.4,130.3,100.8,131,1723,EMBER,ROCK_SLIDE,FLAME_CHARGE,70.7,72.2,80.5,53.2,charjabug:748;fletchinder:614;doublade:561;metang:541;primeape:522,dragonair_shadow:110;dusclops:351;zweilous:360;sealeo:392;togetic:439
braixen,Braixen,79.3,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE,78,64.7,78.7,58.6,charjabug:752;togetic:634;primeape:609;doublade:593;metang:589,zweilous:257;sealeo:297;dusclops:356;dragonair_shadow:362;sealeo_shadow:375
fletchinder_shadow,Fletchinder (Shadow),79.3,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE,68.1,69.5,84.8,38.5,primeape:685;togetic:674;metang:667;primeape_shadow:622;doublade:527,sealeo:211;charjabug:242;zweilous:278;dragonair_shadow:287;dusclops:481
trumbeak,Trumbeak,79.3,134,93.2,134,1676,PECK,DRILL_PECK,ROCK_BLAST,77.3,70,78.4,43.1,primeape_shadow:787;fletchinder:735;shelgon:697;arctibax:652;dusclops:555,dragonair_shadow:279;doublade:358;sealeo:375;charjabug:420;primeape:431
quaxwell,Quaxwell,78.8,125.4,103.5,138,1792,WING_ATTACK,AQUA_JET,AERIAL_ACE,73,76,80.2,55.3,piloswine:851;fletchinder:778;primeape:619;lairon:597;primeape_shadow:550,zweilous:321;dusclops:361;charjabug:365;dragonair_shadow:381;sealeo:407
dartrix,Dartrix,78.5,112.4,115.5,154,2001,PECK,BRAVE_BIRD,ENERGY_BALL,68.7,61.4,81.4,43.6,marshtomp:714;togetic:636;sliggoo:626;zweilous:620;charjabug:616,sealeo:151;dragonair_shadow:287;doublade:396;dusclops:453;primeape:469
haunter,Haunter,78.3,161.1,85.5,101,1392,SHADOW_CLAW,SHADOW_PUNCH,ICE_PUNCH,85.5,78.5,69.4,28.6,metang:900;dusclops:668;dragonair_shadow:549;zweilous:519;doublade:504,togetic:223;primeape:280;sealeo:375;charjabug:424;sealeo_shadow:464
eelektrik,Eelektrik,78.2,122.3,110,136,1831,ACID,DISCHARGE,CRUNCH,71.8,71.2,79.6,56.3,togetic:654;fletchinder:577;primeape_shadow:573;charjabug:566;dewott:533,dragonair_shadow:240;zweilous:314;dusclops:356;sealeo:434;primeape:491
golbat_shadow,Golbat (Shadow),78.1,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL,72.1,67,75.6,51.5,crocalor:636;dusclops:586;primeape:575;metang:553;togetic:546,doublade:212;charjabug:222;dragonair_shadow:279;sealeo:312;zweilous:407
monferno,Monferno,78.1,129.6,96,139,1731,EMBER,FLAME_WHEEL,LOW_SWEEP,76,68.6,81,59.3,metang:924;charjabug:744;doublade:622;primeape:593;lairon:593,dragonair_shadow:283;sealeo:336;zweilous:364;dusclops:388;togetic:394
servine,Servine,78,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP,76.9,64.9,73.1,75.8,sealeo:661;graveler_alolan:630;primeape:623;sealeo_shadow:605;primeape_shadow:538,charjabug:305;doublade:306;zweilous:317;dragonair_shadow:370;dusclops:444
charmeleon_shadow,Charmeleon (Shadow),77.2,126.6,109.4,128,1774,EMBER,FIRE_PUNCH,FLAMETHROWER,74.3,73.7,73.3,53.8,metang:847;charjabug:777;doublade:750;togetic:628;primeape:582,zweilous:110;sealeo_shadow:181;sealeo:327;dragonair_shadow:334;dusclops:365
golbat,Golbat,77.2,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL,72.6,53.2,80.2,61.6,doublade:780;marshtomp:697;primeape:661;tinkatuff:582;primeape_shadow:575,dragonair_shadow:240;sealeo:297;charjabug:305;zweilous:385;dusclops:472
vanillish,Vanillish,76.6,123.6,120.5,122,1818,ASTONISH,ICY_WIND,SIGNAL_BEAM,72.8,60.2,67.4,46.9,dusclops:606;togetic:598;zweilous:594;sealeo_shadow:565;charjabug:545,primeape:262;metang:344;dragonair_shadow:350;doublade:400;sealeo:458
magmar,Magmar,76.5,135.1,107.6,114,1659,KARATE_CHOP,FIRE_PUNCH,SCORCHING_SANDS,76.2,74.5,75.6,42.8,piloswine:837;lairon:710;primeape:548;zweilous:539;metang:521,dusclops:222;dragonair_shadow:350;sealeo:360;charjabug:448;togetic:467
haunter_shadow,Haunter (Shadow),76.3,161.1,85.5,101,1392,SHADOW_CLAW,ICE_PUNCH,SHADOW_BALL,67.6,73.1,63.6,30.4,metang:797;piloswine:599;charjabug:549;fletchinder:549;graveler_alolan:524,zweilous:217;sealeo:270;dusclops:337;primeape:349;dragonair_shadow:358
lampent_shadow,Lampent (Shadow),76.3,132.5,99,129,1692,EMBER,HEAT_WAVE,ENERGY_BALL,69.5,54.5,82.5,31.7,metang:841;piloswine:802;sealeo:782;sealeo_shadow:732;charjabug:686,dusclops:129;dragonair_shadow:145;primeape:176;doublade:259;zweilous:310
gothorita,Gothorita,75.9,112.2,132.7,134,1997,CONFUSION,FUTURE_SIGHT,PSYCHIC,63.9,40,87.1,54,haunter:735;primeape:690;togetic:675;primeape_shadow:630;golbat_shadow:623,zweilous:92;dusclops:263;charjabug:353;dragonair_shadow:358;sealeo:488
servine_shadow,Servine (Shadow),75.9,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP,75.7,60.8,74.5,62.9,lairon:612;sealeo:605;primeape:538;graveler_alolan:538;sealeo_shadow:507,zweilous:360;charjabug:380;doublade:391;dusclops:398;dragonair_shadow:437
monferno_shadow,Monferno (Shadow),75.8,129.6,96,139,1731,EMBER,FLAME_WHEEL,LOW_SWEEP,76,77,80.3,39.8,lairon:866;metang:852;charjabug:708;primeape:521;doublade:521,togetic:150;dragonair_shadow:350;zweilous:364;sealeo:410;dusclops:430
pignite,Pignite,75.7,127.3,87,158,1751,EMBER,ROCK_TOMB,FLAME_CHARGE,69.7,48.2,73.3,44.1,fletchinder:617;charjabug:579;doublade:575;metang:572;primeape:547,dragonair_shadow:110;zweilous:357;dusclops:361;sealeo:446;togetic:447
electabuzz,Electabuzz,75.6,130.8,113.2,115,1704,THUNDER_SHOCK,THUNDER_PUNCH,RETURN,69.2,45.3,78.6,46.1,fletchinder:839;sealeo_shadow:760;togetic:578;primeape:526;metang:513,zweilous:246;dragonair_shadow:271;dusclops:342;charjabug:460;sealeo:476
fraxure_shadow,Fraxure (Shadow),75.4,144.2,91.5,118,1558,DRAGON_TAIL,AQUA_TAIL,NIGHT_SLASH,77,73.9,74.3,29.6,graveler_alolan:809;crocalor:792;fletchinder:690;zweilous:538;piloswine:538,primeape:284;sealeo:348;dusclops:412;dragonair_shadow:417;charjabug:464
linoone_galarian,Linoone (Galarian),75.3,114.1,111.7,154,1965,SNARL,BODY_SLAM,DIG,65.3,59.1,75.2,56.5,lairon:746;graveler_alolan:662;magneton:571;dusclops:561;doublade:561,primeape:81;zweilous:260;charjabug:277;dragonair_shadow:350;sealeo:383
charmeleon,Charmeleon,75.1,126.6,109.4,128,1774,EMBER,FIRE_PUNCH,RETURN,65.3,46.8,77.5,62.1,piloswine:855;doublade:785;togetic:707;charjabug:585;metang:578,zweilous:242;dragonair_shadow:267;dusclops:273;sealeo:291;primeape:469
drakloak,Drakloak,75.1,130.3,93.1,142,1724,DRAGON_TAIL,SHADOW_BALL,OUTRAGE,59,36,81.9,47.7,vigoroth:774;dewott:679;charjabug:665;marshtomp:644;metang:580,doublade:169;dusclops:189;sealeo:190;primeape:349;dragonair_shadow:381
electabuzz_shadow,Electabuzz (Shadow),75.1,132.1,112.5,114,1696,THUNDER_SHOCK,THUNDER_PUNCH,THUNDERBOLT,68.4,60.8,76.1,42.1,togetic:837;fletchinder:837;sealeo:758;sealeo_shadow:719;lairon:671,primeape:176;zweilous:253;charjabug:341;dragonair_shadow:342;dusclops:375
linoone_galarian_shadow,Linoone (Galarian) (Shadow),75.1,114.1,111.7,154,1965,SNARL,BODY_SLAM,DIG,67.9,60.7,76.3,49.2,graveler_alolan:753;lairon:707;dusclops:646;marshtomp:568;doublade:503,primeape:107;sealeo:303;charjabug:305;zweilous:310;dragonair_shadow:393
fraxure,Fraxure,74.9,144.2,91.5,118,1558,DRAGON_TAIL,AQUA_TAIL,NIGHT_SLASH,74.4,64.1,73.3,45.9,graveler_alolan:783;crocalor:775;primeape:766;fletchinder:669;shelgon:512,sealeo:288;dragonair_shadow:358;dusclops:375;charjabug:412;zweilous:432
hattrem,Hattrem,74.9,122.7,115.7,128,1818,CONFUSION,PSYSHOCK,DAZZLING_GLEAM,69.1,52.4,79.1,51,togetic:660;primeape:644;graveler_alolan:601;primeape_shadow:589;piloswine:554,zweilous:110;charjabug:242;dragonair_shadow:338;dusclops:384;sealeo:473
corvisquire,Corvisquire,74.8,118.1,104.7,153,1893,PECK,SKY_ATTACK,PAYBACK,64.8,38,83.5,43.1,metang:627;dusclops:617;primeape:581;fletchinder:519;zweilous:506,sealeo:196;charjabug:202;dragonair_shadow:240;doublade:334;togetic:422
lampent,Lampent,74.7,132.5,99,129,1692,EMBER,HEAT_WAVE,ENERGY_BALL,70.2,60,78.7,43.6,metang:918;sealeo_shadow:782;charjabug:744;primeape:604;doublade:573,dragonair_shadow:110;dusclops:129;zweilous:278;togetic:386;sealeo:413
floette,Floette,74.6,114.2,134.5,128,1967,VINE_WHIP,DAZZLING_GLEAM,PSYCHIC,59.1,43.9,84.9,47.2,shelgon:675;zweilous:632;arctibax:632;sealeo_shadow:519;piloswine:511,dragonair_shadow:169;primeape:228;dusclops:351;charjabug:369;sealeo:485
croconaw,Croconaw,74.2,117.7,120,135,1908,WATER_GUN,ICE_PUNCH,WATER_PULSE,60.1,44.8,80.7,51.7,crocalor:640;lairon:622;piloswine:607;dusclops:518;fletchinder:514,zweilous:182;dragonair_shadow:192;charjabug:253;primeape:340;sealeo:351
pawmo,Pawmo,74,136.1,81.5,142,1576,THUNDER_SHOCK,WILD_CHARGE,THUNDER_PUNCH,69.9,50.1,81,33.5,sealeo_shadow:742;fletchinder:742;sealeo:605;primeape:538;doublade:535,togetic:186;zweilous:253;dragonair_shadow:279;dusclops:351;charjabug:361
swadloon,Swadloon,74,106.7,146.2,135,2106,BUG_BITE,ENERGY_BALL,SILVER_WIND,63.9,40.8,77.9,58.3,magneton:614;zweilous:611;charjabug:603;vigoroth:596;sliggoo:570,sealeo:270;doublade:311;dragonair_shadow:381;primeape:392;dusclops:486
combusken_shadow,Combusken (Shadow),73.9,130.3,100.8,131,1723,EMBER,ROCK_SLIDE,FLAME_CHARGE,60,73.7,79.8,32.7,charjabug:709;sealeo_shadow:610;piloswine:595;fletchinder:576;doublade:507,zweilous:110;dragonair_shadow:157;sealeo:163;primeape:284;dusclops:379
