speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
froslass_shadow,Froslass (Shadow),90,122.5,114.8,130,1831,POWDER_SNOW,AVALANCHE,SHADOW_BALL,80.1,61.3,98.7,57.3
vikavolt,Vikavolt,89.9,144.1,96.6,111,1547,VOLT_SWITCH,DISCHARGE,FLY,96,88.7,92.6,48.2
vikavolt_shadow,Vikavolt (Shadow),89.9,144.1,96.6,111,1547,VOLT_SWITCH,DISCHARGE,FLY,89.4,85.2,93.5,52.5
abomasnow,Abomasnow,89.8,117.8,112,143,1888,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL,91.1,73.4,88.8,80.2
electrode_hisuian,Electrode (Hisuian),89.8,123.2,128.7,115,1825,THUNDER_SHOCK,WILD_CHARGE,SWIFT,95.2,77.5,85.5,77.6
samurott_shadow,Samurott (Shadow),89.8,128,100.8,136,1756,FURY_CUTTER,HYDRO_CANNON,MEGAHORN,92.1,98.7,90.4,44.2
weezing_galarian,Weezing (Galarian),89.8,117.6,139.5,116,1905,FAIRY_WIND,SLUDGE,BRUTAL_SWING,88.3,86.5,88.8,86.1
weezing_galarian_shadow,Weezing (Galarian) (Shadow),89.8,117.6,139.5,116,1905,FAIRY_WIND,BRUTAL_SWING,SLUDGE,87.5,92.4,88.1,73.8
abomasnow_shadow,Abomasnow (Shadow),89.7,117.8,112,143,1888,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL,89.6,75.4,91.4,58.9
nidorina_shadow,Nidorina (Shadow),89.6,110.9,113.4,157,1975,POISON_STING,POISON_FANG,THUNDERBOLT,93.4,72.9,91.8,69
gyarados_shadow,Gyarados (Shadow),89.5,130.7,108.5,121,1717,DRAGON_BREATH,AQUA_TAIL,TWISTER,93.1,83.8,84.3,54.1
golurk_shadow,Golurk (Shadow),89.4,133.3,98.5,128,1681,ASTONISH,SHADOW_PUNCH,DYNAMIC_PUNCH,90.4,86.2,76.8,58.1
trevenant,Trevenant,89.4,127.8,104.6,131,1752,SHADOW_CLAW,SHADOW_BALL,FOUL_PLAY,91.2,71.9,92.8,56.2
golisopod,Golisopod,89.2,124,134.6,108,1804,SHADOW_CLAW,X_SCISSOR,AQUA_JET,89.1,89.8,87.9,68.2
nidorina,Nidorina,89.2,110.9,113.4,157,1975,POISON_STING,POISON_FANG,THUNDERBOLT,90.8,83.5,91.4,79.4
runerigus,Runerigus,89.2,111.7,165.3,109,2013,SHADOW_CLAW,ROCK_TOMB,SHADOW_BALL,90.4,83.3,85.1,66.4
grimer_alolan,Grimer (Alolan),89,122.7,86.8,171,1824,POISON_JAB,CRUNCH,SLUDGE_BOMB,84.7,81.8,92.6,72.5
galvantula_shadow,Galvantula (Shadow),88.8,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE,89.6,90.1,89.8,58.1
lokix,Lokix,88.8,132.8,104,122,1687,SUCKER_PUNCH,X_SCISSOR,TRAILBLAZE,83.4,79.5,85.7,80.8
blastoise_shadow,Blastoise (Shadow),88.7,112.1,137.7,130,2008,ROLLOUT,HYDRO_CANNON,SKULL_BASH,88.8,71.2,81.1,65
drifblim_shadow,Drifblim (Shadow),88.6,119.1,75.7,209,1887,ASTONISH,ICY_WIND,SHADOW_BALL,87.6,76.5,80.3,79.7
muk,Muk,88.6,115.8,111.7,148,1916,POISON_JAB,THUNDER_PUNCH,DARK_PULSE,86.8,84.4,91.4,69.8
muk_alolan,Muk (Alolan),88.6,115.8,111.7,148,1916,POISON_JAB,DARK_PULSE,SLUDGE_WAVE,79.3,61.2,96.6,67.7
marowak_alolan_shadow,Marowak (Alolan) (Shadow),88.5,109.6,148.8,125,2041,FIRE_SPIN,SHADOW_BONE,BONE_CLUB,89.4,75,78.7,76
slowbro_galarian,Slowbro (Galarian),88.5,119.1,108.3,146,1885,CONFUSION,BRUTAL_SWING,DRAIN_PUNCH,90.3,88.2,81.5,81.6
quagsire_shadow,Quagsire (Shadow),88.4,111.2,112.6,161,2018,MUD_SHOT,AQUA_TAIL,STONE_EDGE,91.1,62.6,85.8,75.2
milotic,Milotic,88.3,113.1,133.8,131,1985,DRAGON_TAIL,AQUA_TAIL,WRAP,88.5,81.8,78.5,81
annihilape,Annihilape,88.2,123.3,105.2,140,1817,LOW_KICK,RAGE_FIST,CLOSE_COMBAT,87.6,80.6,80.3,91.7
dhelmise,Dhelmise,88.1,137.3,110.8,107,1629,SHADOW_CLAW,SHADOW_BALL,BRUTAL_SWING,87.1,94.9,89.7,50.4
samurott,Samurott,88,128,100.8,136,1756,FURY_CUTTER,HYDRO_CANNON,MEGAHORN,88.3,90.5,87.2,58.9
qwilfish_shadow,Qwilfish (Shadow),87.8,131.1,105.5,123,1703,POISON_STING,AQUA_TAIL,ICE_BEAM,91.7,91.9,82.9,46.6
gengar_shadow,Gengar (Shadow),87.7,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,SLUDGE_BOMB,91.2,82.4,85,45.3
grimer_alolan_shadow,Grimer (Alolan) (Shadow),87.7,122.7,86.8,171,1824,POISON_JAB,CRUNCH,SLUDGE_BOMB,82.5,70.8,92.1,61.8
muk_shadow,Muk (Shadow),87.5,115.8,111.7,148,1916,POISON_JAB,THUNDER_PUNCH,DARK_PULSE,83.7,70.8,90.2,64
weezing_shadow,Weezing (Shadow),87.3,117.6,139.5,116,1905,ROLLOUT,SHADOW_BALL,SLUDGE_BOMB,74.8,57.2,97.3,49.6
milotic_shadow,Milotic (Shadow),87.2,113.1,133.8,131,1985,DRAGON_TAIL,AQUA_TAIL,WRAP,86.6,82.7,77.8,64
venomoth,Venomoth,87.2,127,107.5,129,1763,PSYWAVE,POISON_FANG,SILVER_WIND,83.4,81.6,78.7,90.1
cofagrigus_shadow,Cofagrigus (Shadow),86.9,111.7,165.3,109,2013,SHADOW_CLAW,SHADOW_BALL,DARK_PULSE,77.5,67.5,89.3,56.5
alomomola,Alomomola,86.7,97.4,99.4,238,2306,WATERFALL,PSYCHIC,BLIZZARD,78.9,55.5,92.6,82.1
dewott_shadow,Dewott (Shadow),86.6,124.1,99.7,146,1808,FURY_CUTTER,AQUA_TAIL,X_SCISSOR,86.5,85.6,81,53
bruxish,Bruxish,86.4,136.4,102.5,117,1637,CONFUSION,PSYSHOCK,PSYCHIC_FANGS,91.1,75.3,81.5,58.1
dewott,Dewott,86.2,124.1,99.7,146,1808,FURY_CUTTER,AQUA_TAIL,X_SCISSOR,85.5,89.5,81.3,63.4
gengar,Gengar,86.2,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,SLUDGE_BOMB,87,86.3,82.9,45.6
haunter,Haunter,86.2,161.1,85.5,101,1392,SHADOW_CLAW,SHADOW_PUNCH,ICE_PUNCH,85,79.4,89.7,41.3
jumpluff_shadow,Jumpluff (Shadow),86.2,96.7,156.9,153,2323,FAIRY_WIND,ACROBATICS,AERIAL_ACE,86.6,81.9,90.5,70.6
starmie,Starmie,86.2,133.1,122,104,1690,PSYWAVE,POWER_GEM,SURF,81.7,68.6,83.7,57
starmie_shadow,Starmie (Shadow),86.2,133.1,122,104,1690,PSYWAVE,POWER_GEM,SURF,83.5,59.8,84.3,54.6
annihilape_shadow,Annihilape (Shadow),86,123.3,105.2,140,1817,LOW_KICK,RAGE_FIST,CLOSE_COMBAT,88,74.8,82.4,78.4
gourgeist_large,Gourgeist (Large),86,115.9,137.2,122,1940,INCINERATE,SHADOW_BALL,FOUL_PLAY,84.4,90.8,85.3,65.3
orbeetle,Orbeetle,86,107.9,168.6,114,2075,PSYCHO_CUT,PSYSHOCK,BUG_BUZZ,84,75.3,86.2,74.9
politoed_shadow,Politoed (Shadow),86,114,124.2,139,1970,MUD_SHOT,WEATHER_BALL_WATER,ICE_BEAM,85.3,90.1,80.4,60.2
dondozo,Dondozo,85.9,104.5,109.7,187,2146,WATERFALL,SURF,OUTRAGE,83,63.1,87.6,75.7
gourgeist_super,Gourgeist (Super),85.9,115,131.6,129,1954,INCINERATE,SHADOW_BALL,FOUL_PLAY,83.9,90.8,85.8,66.6
politoed,Politoed,85.9,114,124.2,139,1970,MUD_SHOT,WEATHER_BALL_WATER,ICE_BEAM,85.2,78.1,83.4,76
frillish,Frillish,85.8,109.2,125.2,135,1846,HEX,NIGHT_SHADE,ICE_BEAM,84.8,69.4,83.4,74.6
gholdengo,Gholdengo,85.8,134.6,107.8,114,1655,ASTONISH,SHADOW_BALL,POWER_GEM,80.4,63.2,87.1,76
samurott_hisuian,Samurott (Hisuian),85.8,132.6,96.7,132,1694,FURY_CUTTER,DARK_PULSE,SACRED_SWORD,85.7,74.8,84.4,58.9
azumarill,Azumarill,85.7,93.4,134.4,191,2400,BUBBLE,ICE_BEAM,PLAY_ROUGH,80.7,55,89.7,80.2
venomoth_shadow,Venomoth (Shadow),85.6,127,107.5,129,1763,PSYWAVE,POISON_FANG,SILVER_WIND,86.6,84.6,77.1,75.2
greninja_shadow,Greninja (Shadow),85.5,139.5,100.3,115,1611,WATER_SHURIKEN,NIGHT_SLASH,HYDRO_CANNON,86,73.4,85.1,53
qwilfish,Qwilfish,85.4,131.1,105.5,123,1703,POISON_STING,AQUA_TAIL,ICE_BEAM,88.1,81.8,81.5,58.1
toxicroak,Toxicroak,85.3,136.2,93.7,129,1648,POISON_STING,SHADOW_BALL,DYNAMIC_PUNCH,78.3,50.6,92.6,50.6
victreebel_shadow,Victreebel (Shadow),85.3,135.1,93.5,131,1656,ACID,LEAF_BLADE,SLUDGE_BOMB,87,79.5,83.7,45.6
jumpluff,Jumpluff,85.1,96.7,156.9,153,2323,FAIRY_WIND,ACROBATICS,ENERGY_BALL,77,67.2,91.4,68.2
pumpkaboo_super,Pumpkaboo (Super),85.1,111.7,113.4,141,1788,ASTONISH,FOUL_PLAY,GRASS_KNOT,80.1,78.6,83.7,67.7
wailmer_shadow,Wailmer (Shadow),85.1,116.5,68.2,242,1927,ROLLOUT,BODY_SLAM,SCALD,87.8,87,79.4,66.9
tropius,Tropius,85,101.4,128,170,2208,AIR_SLASH,LEAF_BLADE,BRUTAL_SWING,84.2,75,84.6,80.5
bibarel_shadow,Bibarel (Shadow),84.9,122.9,99.2,149,1819,ROLLOUT,SURF,HYPER_FANG,86.2,67.7,83.7,52.8
toxicroak_shadow,Toxicroak (Shadow),84.9,136.2,93.7,129,1648,POISON_STING,SHADOW_BALL,DYNAMIC_PUNCH,77.8,53.4,94.2,36.5
gourgeist_average,Gourgeist (Average),84.8,115.9,145,115,1934,INCINERATE,SHADOW_BALL,FOUL_PLAY,80.9,89.7,85,63.7
lileep,Lileep,84.8,100.8,138.6,151,2111,ACID,ANCIENT_POWER,GRASS_KNOT,81.7,66.6,87.2,70.6
wailmer,Wailmer,84.8,116.5,68.2,242,1927,ROLLOUT,BODY_SLAM,SCALD,85,79.9,80.6,76.8
palossand,Palossand,84.7,116.5,123,134,1922,ASTONISH,SAND_TOMB,SHADOW_BALL,85.5,71.2,82.4,71.4
ferrothorn,Ferrothorn,84.5,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER,81.6,51.5,87.8,76.2
quagsire,Quagsire,84.5,111.2,112.6,161,2018,MUD_SHOT,AQUA_TAIL,STONE_EDGE,82.5,57.9,85.5,75.4
gourgeist_small,Gourgeist (Small),84.4,116.8,152.9,107,1913,INCINERATE,SHADOW_BALL,FOUL_PLAY,80.7,89.3,84.4,62.6
pumpkaboo_large,Pumpkaboo (Large),84.4,113.4,115.1,133,1737,ASTONISH,FOUL_PLAY,GRASS_KNOT,79.8,79.2,82.5,62.4
castform_rainy,Castform (Rainy),84.3,112.6,121.2,146,1994,WATER_GUN,WEATHER_BALL_WATER,THUNDER,81.1,62.1,85.7,69.6
golurk,Golurk,84,133.3,98.5,128,1681,ASTONISH,SHADOW_PUNCH,DYNAMIC_PUNCH,84.7,80,74.9,53.6
greninja,Greninja,84,139.5,100.3,115,1611,WATER_SHURIKEN,NIGHT_SLASH,HYDRO_CANNON,84.2,72.9,79.9,63.4
grimer_shadow,Grimer (Shadow),84,122.7,86.8,171,1824,POISON_JAB,SLUDGE,MUD_BOMB,75.8,56.3,87.6,58.9
ludicolo,Ludicolo,84,116.4,123.6,134,1931,ASTONISH,WEATHER_BALL_WATER,ICE_BEAM,81.7,75.7,76.6,66.1
victreebel,Victreebel,83.5,135.1,93.5,131,1656,ACID,LEAF_BLADE,SLUDGE_BOMB,83,73.2,81.5,56
bibarel,Bibarel,83.4,122.9,99.2,149,1819,ROLLOUT,SURF,HYPER_FANG,85.3,63.7,80.3,66.1
armaldo_shadow,Armaldo (Shadow),83.1,133.9,109.1,115,1680,FURY_CUTTER,ROCK_BLAST,LIQUIDATION,84.4,78.7,79.9,38.1
carracosta_shadow,Carracosta (Shadow),83.1,121.4,126.9,120,1850,ROCK_THROW,ANCIENT_POWER,BODY_SLAM,82.4,60.7,71,84.2
drifloon_shadow,Drifloon (Shadow),83.1,110.9,79.8,186,1647,HEX,SHADOW_BALL,ICY_WIND,82.4,57.7,85.1,45
skeledirge,Skeledirge,83.1,121.2,109.7,139,1849,INCINERATE,SHADOW_BALL,DISARMING_VOICE,78.1,71.2,76.8,72.2
lumineon,Lumineon,83,109,137.4,137,2052,WATERFALL,AQUA_TAIL,SILVER_WIND,79.4,63.6,79.7,83.4
poliwrath,Poliwrath,83,115.8,122,137,1936,MUD_SHOT,ICY_WIND,DYNAMIC_PUNCH,80.2,74.2,81,73
roserade,Roserade,83,141.9,114.3,97,1574,POISON_STING,WEATHER_BALL_FIRE,GRASS_KNOT,83.4,73.7,84.6,42.9
slowbro,Slowbro,83,113.4,120.9,144,1975,CONFUSION,SURF,DRAIN_PUNCH,85.3,79.9,72.1,80.8
decidueye,Decidueye,82.9,127.8,115.2,119,1754,ASTONISH,FRENZY_PLANT,BRAVE_BIRD,75.5,60.7,76.8,66.1
haunter_shadow,Haunter (Shadow),82.9,161.1,85.5,101,1392,SHADOW_CLAW,ICE_PUNCH,SHADOW_BALL,76.3,66.4,89.1,44.8
grimer,Grimer,82.8,121,88.2,172,1836,MUD_SLAP,SLUDGE,MUD_BOMB,80.2,66.7,84.6,68.5
golduck_shadow,Golduck (Shadow),82.7,124.1,112.1,129,1797,CONFUSION,CROSS_CHOP,LIQUIDATION,86.3,88.2,70.9,58.6
relicanth,Relicanth,82.7,105.1,133.6,152,2138,WATER_GUN,ANCIENT_POWER,AQUA_TAIL,80.4,59,76.6,83.2
muk_alolan_shadow,Muk (Alolan) (Shadow),82.6,115.8,111.7,148,1916,POISON_JAB,DARK_PULSE,SLUDGE_WAVE,71.4,58.7,89.5,59.2
slowpoke_shadow,Slowpoke (Shadow),82.4,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,WATER_PULSE,80.4,71.6,82,61.6
salazzle,Salazzle,82.3,147,91.2,114,1529,INCINERATE,POISON_FANG,DRAGON_PULSE,80.7,70.2,72.9,61.6
scyther_shadow,Scyther (Shadow),82.3,134.8,109.4,113,1668,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR,85.8,73.4,81.3,46.9
carracosta,Carracosta,82.2,121.4,126.9,120,1850,ROCK_THROW,ANCIENT_POWER,BODY_SLAM,83.2,59.9,73.6,80.8
durant,Durant,82.2,135.2,122.4,100,1656,BUG_BITE,X_SCISSOR,STONE_EDGE,75.6,46.6,82.5,77
ledian,Ledian,82.2,101.3,162.5,134,2208,BUG_BITE,AERIAL_ACE,DYNAMIC_PUNCH,77.3,57.5,84.3,75.2
quaxwell,Quaxwell,82.2,125.4,103.5,138,1792,WING_ATTACK,AQUA_JET,AERIAL_ACE,79.6,81.4,80.3,52.2
typhlosion_hisuian,Typhlosion (Hisuian),82.2,139.6,106.8,108,1611,HEX,FIRE_PUNCH,SHADOW_BALL,77.3,70,86.2,36
pumpkaboo_average,Pumpkaboo (Average),82.1,114.2,115.9,126,1670,ASTONISH,FOUL_PLAY,GRASS_KNOT,77.3,62.6,80.4,59.2
gastrodon,Gastrodon,82,113.2,103.4,168,1967,MUD_SLAP,BODY_SLAM,EARTH_POWER,82.1,50.7,77.8,82.1
lileep_shadow,Lileep (Shadow),82,100.8,138.6,151,2111,ACID,ANCIENT_POWER,GRASS_KNOT,75.8,58.5,86.2,53
beedrill_shadow,Beedrill (Shadow),81.9,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN,80.7,66.9,85.3,52
nidoqueen,Nidoqueen,81.9,116.5,118.4,139,1920,POISON_STING,STONE_EDGE,POISON_FANG,82.4,73.7,81.3,61
mismagius,Mismagius,81.8,131.6,123.6,104,1693,HEX,SHADOW_BALL,DARK_PULSE,69.9,52.3,92.1,36.2
zoroark_hisuian,Zoroark (Hisuian),81.7,163.4,87.5,96,1374,SHADOW_CLAW,SHADOW_BALL,NIGHT_SHADE,68.3,57.9,81.5,37.3
swampert,Swampert,81.5,122.9,109.1,136,1826,MUD_SHOT,HYDRO_CANNON,SLUDGE,78.1,73.5,78.7,61.6
swampert_shadow,Swampert (Shadow),81.4,122.9,109.1,136,1826,MUD_SHOT,HYDRO_CANNON,SLUDGE,78.3,70.8,81.1,52.5
slowpoke,Slowpoke,81.3,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,WATER_PULSE,81.4,66.6,79.4,72.2
drifloon,Drifloon,81.1,110.9,79.8,186,1647,HEX,SHADOW_BALL,ICY_WIND,82.2,52.3,83.1,55.2
nidoqueen_shadow,Nidoqueen (Shadow),81.1,116.5,118.4,139,1920,POISON_STING,STONE_EDGE,POISON_FANG,80.9,66.9,79.2,49.8
beedrill,Beedrill,81,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN,78.6,65.1,82.5,64.8
ariados,Ariados,80.9,124.2,103.8,140,1806,POISON_STING,LUNGE,TRAILBLAZE,80.1,64.2,76.4,75.4
venusaur,Venusaur,80.9,122.1,122.1,123,1836,VINE_WHIP,FRENZY_PLANT,SLUDGE,81.2,62.1,84.8,54.6
wailord,Wailord,80.9,118.3,67.4,237,1892,ROLLOUT,SURF,BLIZZARD,77.8,60.6,77.5,61.6
koffing,Koffing,80.8,112.6,131,113,1668,ACID,SLUDGE,DARK_PULSE,76.6,65,82.7,62.6
ledian_shadow,Ledian (Shadow),80.6,101.3,162.5,134,2208,BUG_BITE,AERIAL_ACE,DYNAMIC_PUNCH,70.2,45.8,84.3,72.2
venusaur_shadow,Venusaur (Shadow),80.6,122.1,122.1,123,1836,VINE_WHIP,FRENZY_PLANT,SLUDGE,77,66.4,86.9,44.5
ferrothorn_shadow,Ferrothorn (Shadow),80.5,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,MIRROR_SHOT,82.9,53.7,82.2,80.8
golduck,Golduck,80.5,124.1,112.1,129,1797,CONFUSION,CROSS_CHOP,LIQUIDATION,84.5,78.4,72.2,64
dustox,Dustox,80.4,94.9,148.7,142,2005,CONFUSION,SLUDGE_BOMB,SILVER_WIND,79.3,62,80.6,78.6
escavalier,Escavalier,80.4,132.1,117.6,108,1679,BUG_BITE,DRILL_RUN,MEGAHORN,73.8,46,81.8,77.6
centiskorch,Centiskorch,80.3,128.7,99.4,136,1740,EMBER,HEAT_WAVE,LUNGE,77.9,62.1,80.1,69.3
houndstone,Houndstone,80.3,120.3,130.3,119,1866,LICK,SHADOW_BALL,PSYCHIC_FANGS,82.2,74.5,79.7,62.1
lampent_shadow,Lampent (Shadow),80.3,132.5,99,129,1692,EMBER,HEAT_WAVE,ENERGY_BALL,72.7,59.3,84.3,39.7
scyther,Scyther,80.3,134.8,109.4,113,1668,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR,80.9,69.6,76.1,50.1
vespiquen,Vespiquen,80.3,108.8,143.4,132,2062,POISON_STING,X_SCISSOR,POWER_GEM,75.8,69.7,82.2,67.2
flapple,Flapple,80.2,138.1,100.1,117,1618,DRAGON_BREATH,FLY,SEED_BOMB,73.5,50.9,81.5,45
misdreavus,Misdreavus,80.2,123,120.8,122,1814,ASTONISH,SHADOW_SNEAK,DARK_PULSE,74.3,57.2,78.9,64.5
arbok,Arbok,80,123.7,120.1,122,1814,ACID,DARK_PULSE,SLUDGE_WAVE,69.4,60.9,87.2,48.8
heracross,Heracross,80,134.6,108.4,114,1665,FURY_CUTTER,CLOSE_COMBAT,ROCK_TOMB,73,39.8,77.1,56.8
pumpkaboo_small,Pumpkaboo (Small),79.9,115.1,116.8,119,1600,ASTONISH,FOUL_PLAY,GRASS_KNOT,75,58.5,78.7,55.7
honedge,Honedge,79.7,122.1,127,118,1832,FURY_CUTTER,GYRO_BALL,IRON_HEAD,71.5,55.3,80.4,74.6
gogoat,Gogoat,79.3,119.7,94.9,165,1876,VINE_WHIP,LEAF_BLADE,ROCK_SLIDE,77.1,67.7,77.3,57.8
sceptile_shadow,Sceptile (Shadow),79.3,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,AERIAL_ACE,78.3,62.9,79.4,38.6
omanyte,Omanyte,79.2,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,78.1,68,76.1,52.8
volcanion,Volcanion,79.2,133.4,119,106,1684,INCINERATE,OVERHEAT,SCALD,75,73.4,78.9,58.4
wartortle,Wartortle,79.2,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM,74.7,62.5,81.1,62.9
misdreavus_shadow,Misdreavus (Shadow),79.1,123,120.8,122,1814,ASTONISH,SHADOW_SNEAK,DARK_PULSE,75.3,61.7,73.8,70.1
omanyte_shadow,Omanyte (Shadow),79.1,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,79.6,64,77.3,46.4
quaquaval,Quaquaval,79.1,137.7,98.6,120,1630,WING_ATTACK,CLOSE_COMBAT,AQUA_JET,80.9,68.3,81.3,39.4
whiscash,Whiscash,78.9,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD,72.7,46.3,80.8,78.4
golett_shadow,Golett (Shadow),78.7,119.3,89.9,141,1513,ASTONISH,SHADOW_PUNCH,BRICK_BREAK,77.3,71.6,64.8,51.4
kricketune,Kricketune,78.7,127.7,89.5,153,1751,FURY_CUTTER,X_SCISSOR,AERIAL_ACE,75,51.8,79.6,59.7
sneasler,Sneasler,78.7,145.4,94.7,112,1543,SHADOW_CLAW,CLOSE_COMBAT,AERIAL_ACE,69.1,45.5,82.2,40
leavanny,Leavanny,78.5,129.4,110.2,121,1727,SHADOW_CLAW,LEAF_BLADE,X_SCISSOR,80.9,61.3,77.1,50.6
kabuto,Kabuto,78.4,134.4,129.4,96,1672,MUD_SHOT,ROCK_TOMB,AQUA_JET,76,62.9,77.1,44.8
crobat,Crobat,78.3,121.2,118.1,129,1847,AIR_SLASH,AIR_CUTTER,CROSS_POISON,76.8,62.1,75.9,69.3
crobat_shadow,Crobat (Shadow),78.3,121.2,118.1,129,1847,AIR_SLASH,AIR_CUTTER,CROSS_POISON,72.9,57.9,77,66.4
revavroom,Revavroom,78.3,135.6,102.4,119,1655,POISON_JAB,GYRO_BALL,OVERHEAT,71.4,44.9,78.2,63.2
sneasler_shadow,Sneasler (Shadow),78.3,145.4,94.7,112,1543,SHADOW_CLAW,CLOSE_COMBAT,AERIAL_ACE,62.7,44.4,83.6,32.5
larvesta,Larvesta,78.2,130.8,99.7,131,1710,EMBER,FLAME_WHEEL,BUG_BUZZ,73.5,51.2,80.8,48.2
