speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore
dratini_shadow,Dratini (Shadow),79.4,72.2,60.5,79,345,DRAGON_BREATH,AQUA_TAIL,WRAP,79.7,76.6,56.4,70.7
golett_shadow,Golett (Shadow),79.4,70.5,57.1,87,351,MUD_SLAP,SHADOW_PUNCH,BRICK_BREAK,86.5,55.9,60,65.1
greavard,Greavard,79.4,64,69.2,87,386,LICK,PSYCHIC_FANGS,SHADOW_BALL,93.1,76.6,62,59.4
drifloon_shadow,Drifloon (Shadow),79,65.7,50.7,114,380,HEX,ICY_WIND,SHADOW_BALL,78.6,56.6,73.3,53.3
riolu,Riolu,78.9,77.4,52.9,78,320,COUNTER,CROSS_CHOP,BLAZE_KICK,76.6,68.9,64.3,59.9
shelmet,Shelmet,78.9,49.7,100.1,99,493,INFESTATION,BODY_SLAM,BUG_BUZZ,75.2,77.1,68.4,67.9
gligar_shadow,Gligar (Shadow),78.7,63.3,82.3,75,392,WING_ATTACK,AERIAL_ACE,DIG,75.7,83.8,62.7,49.6
ducklett_shadow,Ducklett (Shadow),78.5,57.5,71.3,106,435,WING_ATTACK,BUBBLE_BEAM,BRAVE_BIRD,83.3,87.1,78.1,72.1
igglybuff,Igglybuff,78.5,60.7,37.7,180,412,FEINT_ATTACK,BODY_SLAM,SHADOW_BALL,71.1,78.9,74,51
amaura,Amaura,78.3,64.4,61.9,96,384,POWDER_SNOW,WEATHER_BALL_ICE,ANCIENT_POWER,77.5,79.4,56.9,48.4
drifloon,Drifloon,78.3,65.7,50.7,114,380,HEX,ICY_WIND,SHADOW_BALL,72.2,64,75.2,54
barboach,Barboach,78.1,64.1,63.4,95,387,MUD_SHOT,MUD_BOMB,AQUA_TAIL,70.8,74.6,66.3,56.6
frigibax,Frigibax,78,72.4,51.2,92,341,DRAGON_BREATH,AVALANCHE,DRAGON_CLAW,76.8,73.1,61,63.2
fletchling,Fletchling,77.9,65.4,61.4,93,374,QUICK_ATTACK,FLY,AERIAL_ACE,72.8,84.5,55.8,54.8
vulpix_shadow,Vulpix (Shadow),77.8,63.9,77.3,79,391,QUICK_ATTACK,WEATHER_BALL_FIRE,BODY_SLAM,71.6,74.6,63.8,46.3
rattata_shadow,Rattata (Shadow),77.6,74.2,58.4,77,334,QUICK_ATTACK,BODY_SLAM,DIG,71.7,78.1,66.5,38.3
onix_shadow,Onix (Shadow),77.5,51,136.5,70,488,ROCK_THROW,ROCK_SLIDE,BREAKING_SWIPE,73.1,69.1,59.4,74.3
chikorita,Chikorita,77.2,59.4,84.8,83,419,VINE_WHIP,BODY_SLAM,GRASS_KNOT,73.9,82.7,67.3,56.4
dratini,Dratini,77.2,72.2,60.5,79,345,DRAGON_BREATH,AQUA_TAIL,WRAP,71.3,75.6,55.6,65.1
lechonk,Lechonk,77.2,59,65.2,108,416,TACKLE,BODY_SLAM,DIG,68.8,84.6,65.5,54
mareep_shadow,Mareep (Shadow),77.1,70.1,54.2,93,354,THUNDER_SHOCK,BODY_SLAM,DISCHARGE,78.3,76.8,68.3,34.3
rhyhorn_shadow,Rhyhorn (Shadow),77,65.2,64.3,90,378,MUD_SLAP,HORN_ATTACK,BULLDOZE,85.8,51.7,66.8,62.8
tirtouga,Tirtouga,77,66.9,74.1,75,372,WATER_GUN,SURF,BODY_SLAM,70,67.4,75.5,62
onix,Onix,76.9,51,136.5,70,488,ROCK_THROW,ROCK_SLIDE,SAND_TOMB,75.8,70.7,62.7,76.3
tepig,Tepig,76.9,67.4,56.6,96,367,EMBER,BODY_SLAM,FLAME_CHARGE,81,64.4,59.6,59.9
vulpix,Vulpix,76.9,63.9,77.3,79,391,QUICK_ATTACK,WEATHER_BALL_FIRE,BODY_SLAM,70.5,77.3,67.9,50.8
mareep,Mareep,76.7,70.1,54.2,93,354,THUNDER_SHOCK,BODY_SLAM,DISCHARGE,77.8,80.2,65.8,40.4
skorupi_shadow,Skorupi (Shadow),76.6,57.8,94.3,79,431,POISON_STING,CROSS_POISON,AQUA_TAIL,65.3,89.7,63,54.5
fuecoco,Fuecoco,76.5,64.8,59.2,100,384,INCINERATE,CRUNCH,DISARMING_VOICE,72.1,53.5,70.4,65.6
jangmo_o,Jangmo-o,76.4,63.3,72.8,84,388,DRAGON_TAIL,DRAGON_CLAW,BRICK_BREAK,67.8,72,50,63.4
spheal,Spheal,76.4,60.3,62.7,109,413,WATER_GUN,BODY_SLAM,AURORA_BEAM,68.9,75,66,60.9
gastly_shadow,Gastly (Shadow),76.2,99.9,42,59,248,ASTONISH,SLUDGE_BOMB,DARK_PULSE,73.9,39.1,90.6,48.4
growlithe_shadow,Growlithe (Shadow),76.1,73.9,55.3,82,336,EMBER,BODY_SLAM,FLAMETHROWER,77.2,54.3,75.5,60.9
purrloin,Purrloin,76,69.4,57.4,90,359,SUCKER_PUNCH,NIGHT_SLASH,PLAY_ROUGH,75.7,66.9,71.7,44.5
chikorita_shadow,Chikorita (Shadow),75.9,59.4,84.8,83,419,VINE_WHIP,BODY_SLAM,GRASS_KNOT,72.5,78,58.1,51.3
wailmer_shadow,Wailmer (Shadow),75.9,67.9,38.5,140,366,WATER_GUN,BODY_SLAM,SCALD,74.4,67.7,63,59.7
cottonee,Cottonee,75.7,53.4,89.1,96,458,CHARM,GRASS_KNOT,SEED_BOMB,71.4,67.7,56.8,79.4
snorunt_shadow,Snorunt (Shadow),75.7,62.7,66.5,95,397,POWDER_SNOW,AVALANCHE,SHADOW_BALL,73.5,60.7,77.1,43.2
litwick_shadow,Litwick (Shadow),75.5,66,63.7,89,375,ASTONISH,MYSTICAL_FIRE,FLAME_CHARGE,81.6,57.4,54.8,59.7
growlithe,Growlithe,75.4,73.9,55.3,82,336,EMBER,BODY_SLAM,FLAMETHROWER,79.7,55.9,65,57.1
pidove,Pidove,75.4,65.9,58.9,97,377,QUICK_ATTACK,AERIAL_ACE,HEAT_WAVE,69.5,75.2,62.3,51.7
sandshrew_alolan_shadow,Sandshrew (Alolan) (Shadow),75.4,67.1,72.7,76,371,POWDER_SNOW,NIGHT_SLASH,BLIZZARD,68.3,59.8,77,56.4
swinub,Swinub,75.4,65.3,57,102,380,POWDER_SNOW,ICY_WIND,BODY_SLAM,72.1,77.5,58.9,49.8
golett,Golett,75.3,70.5,57.1,87,351,MUD_SLAP,SHADOW_PUNCH,BRICK_BREAK,77.2,57.1,55.3,61.4
pidgey,Pidgey,75.3,64.5,63.1,94,383,QUICK_ATTACK,AERIAL_ACE,TWISTER,71.6,75.6,56.8,53.4
rattata,Rattata,75.2,74.2,58.4,77,334,QUICK_ATTACK,BODY_SLAM,DIG,69.1,85.3,58.6,37.8
zigzagoon,Zigzagoon,75.2,53.7,78.9,108,459,TACKLE,DIG,GRASS_KNOT,69.2,66.1,80.1,58.1
ledyba,Ledyba,75,53.2,91.3,96,467,BUG_BITE,AERIAL_ACE,SILVER_WIND,68.9,69.3,61.7,67.7
tyrunt,Tyrunt,75,73.8,62,73,335,DRAGON_TAIL,DRAGON_CLAW,ANCIENT_POWER,70.8,66.2,52.3,59.5
snorunt,Snorunt,74.9,62.7,66.5,95,397,POWDER_SNOW,AVALANCHE,SHADOW_BALL,68.9,62.1,71.5,43.7
munchlax,Munchlax,74.8,59.9,55.7,124,415,TACKLE,BODY_SLAM,BULLDOZE,61.4,84.9,63.2,53.3
qwilfish_hisuian,Qwilfish (Hisuian),74.8,75.1,65.5,67,330,POISON_JAB,AQUA_TAIL,DARK_PULSE,67.2,73.1,57.9,53.1
spheal_shadow,Spheal (Shadow),74.8,60.3,62.7,109,413,WATER_GUN,BODY_SLAM,AURORA_BEAM,66.7,68.8,58.9,61.8
carvanha_shadow,Carvanha (Shadow),74.7,101.4,30.6,79,245,BITE,CRUNCH,POISON_FANG,77.7,58.6,58.7,75.7
wooloo,Wooloo,74.7,58,78.3,95,432,TACKLE,WILD_CHARGE,STOMP,68.8,79.6,64.2,54.1
cetoddle,Cetoddle,74.6,63.6,48.6,126,390,ICE_SHARD,AVALANCHE,BODY_SLAM,68.9,62.8,64.5,51.3
skorupi,Skorupi,74.6,57.8,94.3,79,431,POISON_STING,CROSS_POISON,AQUA_TAIL,65,86.9,54.8,58.5
swinub_shadow,Swinub (Shadow),74.6,65.3,57,102,380,POWDER_SNOW,ICY_WIND,BODY_SLAM,70.2,70.4,55.9,49.1
litleo,Litleo,74.5,69.3,61.1,83,352,INCINERATE,FLAME_CHARGE,CRUNCH,78.5,52.5,56.8,62
mantyke,Mantyke,74.3,57.8,101.5,73,429,BUBBLE,AERIAL_ACE,ICE_BEAM,62,71.5,64,57.8
oshawott,Oshawott,74.3,70.2,55.5,91,355,WATER_GUN,AQUA_TAIL,NIGHT_SLASH,71.1,72,62.7,57.4
dwebble_shadow,Dwebble (Shadow),74,65.1,74.8,78,380,SMACK_DOWN,X_SCISSOR,ROCK_BLAST,72.4,68.1,55.6,68.9
litwick,Litwick,73.8,66,63.7,89,375,ASTONISH,FLAME_CHARGE,MYSTICAL_FIRE,68.4,59.6,63.2,62.8
bonsly,Bonsly,73.7,66.2,75.5,75,375,COUNTER,ROCK_SLIDE,EARTHQUAKE,65.6,66.9,71.1,52
binacle,Binacle,73.6,61,79.8,83,405,MUD_SLAP,ANCIENT_POWER,CROSS_CHOP,68.1,59.4,62,57.1
gible_shadow,Gible (Shadow),73.6,70.5,53.9,91,346,MUD_SHOT,BODY_SLAM,DIG,68.9,57.9,61.5,35.8
swablu,Swablu,73.6,53.4,94.8,92,466,ASTONISH,AERIAL_ACE,DISARMING_VOICE,67,73,64.3,61.4
glameow,Glameow,73.5,69.1,58.7,88,358,QUICK_ATTACK,AERIAL_ACE,THUNDERBOLT,70.3,76,59.2,40
nosepass_shadow,Nosepass (Shadow),73.5,51.4,136.5,69,484,ROCK_THROW,ROCK_SLIDE,THUNDERBOLT,70.3,67.6,60.5,72.6
stunky,Stunky,73.5,69.4,56.9,91,360,BITE,CRUNCH,SLUDGE_BOMB,71.3,73.9,68.3,72.1
oddish_shadow,Oddish (Shadow),73.4,71,66.2,74,348,RAZOR_LEAF,SLUDGE_BOMB,SEED_BOMB,73.8,68.2,49.7,75.6
skrelp,Skrelp,73.4,64,70.2,85,383,WATER_GUN,AQUA_TAIL,SLUDGE_BOMB,64.5,67.3,55.1,60.2
azurill,Azurill,73.3,42.8,72.2,127,393,BUBBLE,BODY_SLAM,ICE_BEAM,64.8,71,58.1,60.9
sandshrew_alolan,Sandshrew (Alolan),73.3,67.1,72.7,76,371,POWDER_SNOW,NIGHT_SLASH,BLIZZARD,65.3,57.4,72.9,56.6
diglett_alolan_shadow,Diglett (Alolan) (Shadow),73.2,80.5,66.9,57,307,MUD_SLAP,MUD_BOMB,ROCK_TOMB,79.3,52.4,57.4,62.8
grimer_alolan,Grimer (Alolan),73.1,69.9,51.4,99,357,BITE,CRUNCH,SLUDGE_BOMB,70.8,72.2,70.9,72.6
lileep,Lileep,73.1,56.9,84.3,91,437,BULLET_SEED,ANCIENT_POWER,GRASS_KNOT,71.4,72,63.2,44.9
glameow_shadow,Glameow (Shadow),73,69.1,58.7,88,358,QUICK_ATTACK,AERIAL_ACE,THUNDERBOLT,68.9,73,59.9,39.5
shellos,Shellos,73,58.9,66,107,417,MUD_SLAP,BODY_SLAM,MUD_BOMB,64.1,65.9,68.4,58.3
nincada,Nincada,72.9,57.3,95.1,79,431,BUG_BITE,NIGHT_SLASH,AERIAL_ACE,67.7,71.6,60.2,56.2
squirtle,Squirtle,72.6,59.8,81,85,412,BUBBLE,AQUA_TAIL,AQUA_JET,65.6,65,61.9,54
turtwig_shadow,Turtwig (Shadow),72.6,66.7,65.6,85,372,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,70.5,63.1,50.5,74.2
darumaka,Darumaka,72.5,75.6,48.1,89,324,FIRE_FANG,FIRE_PUNCH,FLAME_CHARGE,75.8,54.2,57.6,64.2
skwovet,Skwovet,72.5,60.4,59.8,113,409,BULLET_SEED,BODY_SLAM,CRUNCH,66.3,76,62.5,42.5
sandygast,Sandygast,72.4,66.2,69.4,82,377,MUD_SHOT,SCORCHING_SANDS,SHADOW_BALL,74.2,49.1,61.4,37.9
bounsweet,Bounsweet,72.3,55.4,70.5,113,442,RAZOR_LEAF,ENERGY_BALL,DRAINING_KISS,67.8,61.6,60.4,74.3
hoothoot,Hoothoot,72.3,52.3,73.7,123,475,FEINT_ATTACK,SKY_ATTACK,NIGHT_SHADE,71.9,57,71.9,58.1
meowth_alolan,Meowth (Alolan),72.3,68,60.8,87,360,BITE,NIGHT_SLASH,TRAILBLAZE,67.5,71.6,65.8,68.9
budew,Budew,72.2,61.5,76.4,86,404,RAZOR_LEAF,GRASS_KNOT,ENERGY_BALL,71.1,66.3,56.1,72.8
karrablast,Karrablast,72.1,76.4,53.9,79,326,FURY_CUTTER,X_SCISSOR,DRILL_RUN,74.1,61.2,58.7,37.8
nosepass,Nosepass,72.1,51.4,136.5,69,484,ROCK_THROW,ROCK_SLIDE,THUNDERBOLT,67.2,65,64.6,71.4
psyduck,Psyduck,72.1,71,59.4,83,351,WATER_GUN,AQUA_TAIL,CROSS_CHOP,66.4,66.9,60.2,56.4
seedot,Seedot,72.1,58.6,69.5,104,424,QUICK_ATTACK,GRASS_KNOT,FOUL_PLAY,65.3,60.4,68.3,45.6
gible,Gible,72,70.5,53.9,91,346,MUD_SHOT,BODY_SLAM,DIG,64.4,68.1,56.1,39.8
phantump,Phantump,72,72,63.1,76,346,ASTONISH,SHADOW_BALL,FOUL_PLAY,80.8,47.1,63.5,47.7
chimchar_shadow,Chimchar (Shadow),71.9,70.4,59.1,84,350,EMBER,FLAME_CHARGE,FLAMETHROWER,74.2,54.4,67.6,63.2
meowth_shadow,Meowth (Shadow),71.9,66.6,61,92,374,SCRATCH,BODY_SLAM,NIGHT_SLASH,69.9,74.1,54.3,67
poochyena,Poochyena,71.9,72.5,53.6,88,343,SNARL,CRUNCH,DIG,66.4,46.6,75.8,31.1
spritzee,Spritzee,71.9,59.9,67.3,102,412,CHARM,THUNDERBOLT,DRAINING_KISS,68.1,66.2,46.6,74.7
tadbulb,Tadbulb,71.8,66.7,53.2,104,370,THUNDER_SHOCK,DISCHARGE,ZAP_CANNON,69.2,55.4,73,34.8
croagunk,Croagunk,71.7,72.8,53.1,88,341,POISON_JAB,BRICK_BREAK,SLUDGE_BOMB,59.4,68.1,54.8,55.4
finneon,Finneon,71.7,60.3,76.4,89,411,WATER_GUN,ICE_BEAM,SILVER_WIND,72.2,61.3,69.6,61.3
geodude_alolan,Geodude (Alolan),71.7,69.8,73.4,69,354,VOLT_SWITCH,ROCK_SLIDE,THUNDERBOLT,71,51.8,74.5,44.4
piplup,Piplup,71.7,66.6,63.2,89,375,BUBBLE,DRILL_PECK,ICY_WIND,63.9,65.4,57.6,49.1
sandshrew_shadow,Sandshrew (Shadow),71.7,67.3,68.8,79,366,MUD_SHOT,ROCK_SLIDE,DIG,62.6,62.6,70.4,32.9
psyduck_shadow,Psyduck (Shadow),71.6,71,59.4,83,351,WATER_GUN,AQUA_TAIL,CROSS_CHOP,68.4,63.4,58.2,58.5
duskull,Duskull,71.5,53.4,124,70,465,ASTONISH,SHADOW_SNEAK,RETURN,60.9,59,71.2,57.4
nidoran_female_shadow,Nidoran Female (Shadow),71.5,58.8,67.4,105,417,POISON_STING,BODY_SLAM,POISON_FANG,62.8,73.3,49.2,52
foongus,Foongus,71.4,60.9,61.5,109,409,ASTONISH,BODY_SLAM,GRASS_KNOT,61.5,62,64,52
spearow,Spearow,71.4,77.2,49,85,322,QUICK_ATTACK,DRILL_PECK,AERIAL_ACE,64.8,68.6,51.3,40.4
shieldon,Shieldon,71.3,50.6,133,72,486,TACKLE,ANCIENT_POWER,HEAVY_SLAM,68,62.1,54.8,63.9
venonat_shadow,Venonat (Shadow),71.3,61.3,66,99,401,BUG_BITE,POISON_FANG,SIGNAL_BEAM,67.7,70,56.9,62.1
chespin,Chespin,71.2,64.6,66.8,89,385,VINE_WHIP,BODY_SLAM,SEED_BOMB,68.4,67.7,53.5,48.7
machop_shadow,Machop (Shadow),71.2,73.4,49.6,93,339,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,64.4,56.2,62.5,45.4
rufflet,Rufflet,71.2,74.1,52,87,336,WING_ATTACK,BRAVE_BIRD,FLY,64.5,54.6,64,46.6
chinchou,Chinchou,71.1,62.3,60,107,401,SPARK,THUNDERBOLT,BUBBLE_BEAM,77.8,66.2,66.8,60.4
dewpider,Dewpider,71.1,54.6,90.6,92,456,BUG_BITE,BUBBLE_BEAM,WATER_PULSE,71.9,72.7,59.7,64.9
numel_shadow,Numel (Shadow),71,70.6,52.8,94,351,EMBER,STOMP,BULLDOZE,75,49.5,61.2,60.4
seedot_shadow,Seedot (Shadow),71,58.6,69.5,104,424,QUICK_ATTACK,GRASS_KNOT,FOUL_PLAY,61.7,55.4,72.4,38.8
zubat_shadow,Zubat (Shadow),71,63.9,64.6,94,389,QUICK_ATTACK,POISON_FANG,SLUDGE_BOMB,64.8,73.8,44.6,51.5
diglett_alolan,Diglett (Alolan),70.9,80.5,66.9,57,307,MUD_SLAP,MUD_BOMB,ROCK_TOMB,77.1,50.8,52,59.2
popplio,Popplio,70.9,68.2,64.9,81,360,WATER_GUN,AQUA_TAIL,AQUA_JET,66.9,65.7,56.6,56.9
squirtle_shadow,Squirtle (Shadow),70.9,59.8,81,85,412,BUBBLE,AQUA_TAIL,AQUA_JET,62.2,65.8,56.9,51.3
dwebble,Dwebble,70.8,65.1,74.8,78,380,SMACK_DOWN,X_SCISSOR,ROCK_BLAST,61.7,63,62.3,65.1
foongus_shadow,Foongus (Shadow),70.8,60.9,61.5,109,409,ASTONISH,BODY_SLAM,GRASS_KNOT,62,63.4,59.4,47
bidoof,Bidoof,70.7,59.9,58.4,119,417,TACKLE,SUPER_POWER,CRUNCH,58.3,65,69.4,52.7
bidoof_shadow,Bidoof (Shadow),70.7,59.9,58.4,119,417,TACKLE,SUPER_POWER,CRUNCH,61.4,64.7,74.7,54.5
charmander_shadow,Charmander (Shadow),70.7,72.2,62.1,77,346,EMBER,FLAME_CHARGE,FLAMETHROWER,72.2,53.5,66.1,62.7
croagunk_shadow,Croagunk (Shadow),70.7,72.8,53.1,88,341,POISON_JAB,BRICK_BREAK,SLUDGE_BOMB,62.5,65.3,49.5,55.2
cyndaquil_shadow,Cyndaquil (Shadow),70.7,72.2,62.1,77,346,EMBER,FLAME_CHARGE,FLAMETHROWER,72.2,53.5,66.1,62.7
poliwag_shadow,Poliwag (Shadow),70.7,68.5,62.1,85,362,BUBBLE,BODY_SLAM,MUD_BOMB,67.3,59,53.8,45.6
nidoran_female,Nidoran Female,70.5,58.8,67.4,105,417,POISON_STING,BODY_SLAM,POISON_FANG,61.2,73,42,58
clamperl,Clamperl,70.4,70.8,76.5,64,347,WATER_GUN,BODY_SLAM,ICE_BEAM,65.9,63,50.4,57.1
fomantis,Fomantis,70.3,71.5,53.6,90,345,LEAFAGE,LEAF_BLADE,GRASS_KNOT,66.6,51.3,56.8,46.3
houndour_shadow,Houndour (Shadow),70.3,82.5,49.9,73,301,EMBER,CRUNCH,FLAMETHROWER,72.7,48.9,66.8,62.7
shieldon_shadow,Shieldon (Shadow),70.3,50.6,133,72,486,TACKLE,ANCIENT_POWER,HEAVY_SLAM,68.3,60.2,55.1,60.6
growlithe_hisuian,Growlithe (Hisuian),70.2,74.7,52.9,84,332,EMBER,ROCK_SLIDE,CRUNCH,68.8,44.8,69.7,61.4
joltik_shadow,Joltik (Shadow),70.2,67.2,64.3,86,372,SUCKER_PUNCH,CROSS_POISON,DISCHARGE,66.9,57.7,61.2,40.4
klink,Klink,70.2,62.2,82.2,78,400,VOLT_SWITCH,DISCHARGE,VICE_GRIP,71,60.8,65.5,55.9
panpour,Panpour,70.2,66,64.2,89,378,WATER_GUN,SURF,CRUNCH,64.2,66.5,64,58.8
venonat,Venonat,70.2,61.3,66,99,401,BUG_BITE,POISON_FANG,SIGNAL_BEAM,65.8,68.5,58.9,63.2
piplup_shadow,Piplup (Shadow),70.1,66.6,63.2,89,375,BUBBLE,DRILL_PECK,ICY_WIND,60.9,59.8,54.8,49.1
teddiursa_shadow,Teddiursa (Shadow),70.1,74.9,53.4,83,333,LICK,CROSS_CHOP,CRUNCH,76,49,61,47.5
machop,Machop,70,73.4,49.6,93,339,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,63.3,58.6,60.2,43.7
scyther_shadow,Scyther (Shadow),69.9,78.5,64.2,63,318,FURY_CUTTER,X_SCISSOR,AERIAL_ACE,63.4,46.3,65.1,44
torchic_shadow,Torchic (Shadow),69.9,74.9,56.1,78,328,EMBER,FLAME_CHARGE,ROCK_TOMB,73.5,52.8,56.6,62.8
grimer_shadow,Grimer (Shadow),69.8,68.9,52.4,99,358,POISON_JAB,MUD_BOMB,SLUDGE_BOMB,61.7,61.9,51.5,55.5
zubat,Zubat,69.8,63.9,64.6,94,389,QUICK_ATTACK,POISON_FANG,SLUDGE_BOMB,62.5,71.5,43.5,54.8
rhyhorn,Rhyhorn,69.7,65.2,64.3,90,378,MUD_SLAP,HORN_ATTACK,BULLDOZE,70.8,51,66,62.7
scraggy,Scraggy,69.6,68.4,70.4,75,362,FEINT_ATTACK,FOUL_PLAY,BRICK_BREAK,63.7,59,60.7,47
starly,Starly,69.6,72.8,50.2,92,337,QUICK_ATTACK,BRAVE_BIRD,FLY,56.2,57.5,63.7,42.1
grimer_alolan_shadow,Grimer (Alolan) (Shadow),69.5,69.9,51.4,99,357,POISON_JAB,CRUNCH,SLUDGE_BOMB,60.3,60.5,61.4,57.4
geodude_alolan_shadow,Geodude (Alolan) (Shadow),69.4,69.8,73.4,69,354,VOLT_SWITCH,ROCK_SLIDE,THUNDERBOLT,69.4,45.7,72.4,43.5
geodude_shadow,Geodude (Shadow),69.4,69.8,73.4,69,354,ROCK_THROW,ROCK_SLIDE,DIG,71.1,60.4,37.4,70.7
magnemite_shadow,Magnemite (Shadow),69.4,84.9,64.9,53,293,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE,70.3,43.9,70.2,49.4
turtwig,Turtwig,69.2,66.7,65.6,85,372,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,66.7,58.9,49.9,69.5
yanma,Yanma,69.1,76,51.4,83,325,WING_ATTACK,AERIAL_ACE,SILVER_WIND,63.1,58.4,50.9,45.8
carvanha,Carvanha,69,101.4,30.6,79,245,BITE,CRUNCH,POISON_FANG,69.5,58.8,49.7,71.2
magnemite,Magnemite,69,84.9,64.9,53,293,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE,72.7,45.2,65.3,43.2
salandit,Salandit,68.7,78.2,49.7,82,319,POISON_JAB,POISON_FANG,FLAMETHROWER,64.5,53.7,58.1,56
sewaddle,Sewaddle,68.7,59.7,83,83,412,BUG_BITE,SILVER_WIND,ENERGY_BALL,70.8,45.7,66.8,56.4
grimer,Grimer,68.6,68.9,52.4,99,358,POISON_JAB,MUD_BOMB,SLUDGE_BOMB,57.5,61.7,47.4,53.6
mudkip_shadow,Mudkip (Shadow),68.6,71,59.4,82,347,WATER_GUN,DIG,STOMP,67,58.9,62,58.1
buneary,Buneary,68.5,69.8,61.5,82,353,QUICK_ATTACK,FIRE_PUNCH,SWIFT,60.9,72.2,53.2,38.3
lotad,Lotad,68.5,58.6,69.5,104,424,WATER_GUN,SCALD,ENERGY_BALL,64.2,61.2,68.6,60.8
poliwag,Poliwag,68.5,68.5,62.1,85,362,BUBBLE,BODY_SLAM,MUD_BOMB,61.2,66.6,52,44.7
slugma,Slugma,68.5,76.4,50.7,84,326,EMBER,ROCK_SLIDE,FLAME_CHARGE,71.9,48.9,54.3,59.2
spinarak,Spinarak,68.5,71.3,55.6,87,345,POISON_STING,CROSS_POISON,NIGHT_SLASH,62.6,64.9,51.5,43
ferroseed,Ferroseed,68.4,52.6,102.8,86,466,TACKLE,IRON_HEAD,FLASH_CANNON,59.8,57,63,65.1
numel,Numel,68.4,70.6,52.8,94,351,EMBER,STOMP,BULLDOZE,71.4,49.7,59.4,55.9
pichu,Pichu,68.4,71.4,57.1,83,339,THUNDER_SHOCK,THUNDER_PUNCH,DISARMING_VOICE,68.1,64.2,60.4,29.6
